cohort,replicate,module,phase,seed,status,error_message,unique_sampled_people,elapsed_seconds
CHARLS,13,recovery_phase,final,183013,valid,"",8149,0.0500000000000114
CHARLS,13,wealth_by_sex,final,183013,valid,"",8149,5.71999999999999
CHARLS,13,wealth_within_low_education,final,183013,valid,"",8149,2.94
CHARLS,14,recovery_phase,final,183014,valid,"",8091,0.0500000000000114
CHARLS,14,wealth_by_sex,final,183014,valid,"",8091,5.04999999999998
CHARLS,14,wealth_within_low_education,final,183014,valid,"",8091,2.61000000000001
CHARLS,15,recovery_phase,final,183015,valid,"",8172,0.0300000000000011
CHARLS,15,wealth_by_sex,final,183015,valid,"",8172,5.04999999999998
CHARLS,15,wealth_within_low_education,final,183015,valid,"",8172,2.53999999999999
CHARLS,16,recovery_phase,final,183016,valid,"",8153,0.0500000000000114
CHARLS,16,wealth_by_sex,final,183016,valid,"",8153,5.12000000000001
CHARLS,16,wealth_within_low_education,final,183016,valid,"",8153,2.59
CHARLS,17,recovery_phase,final,183017,valid,"",8169,0.049999999999983
CHARLS,17,wealth_by_sex,final,183017,valid,"",8169,5.13
CHARLS,17,wealth_within_low_education,final,183017,valid,"",8169,2.50999999999999
CHARLS,18,recovery_phase,final,183018,valid,"",8171,0.039999999999992
CHARLS,18,wealth_by_sex,final,183018,valid,"",8171,5.13999999999999
CHARLS,18,wealth_within_low_education,final,183018,valid,"",8171,2.56
CHARLS,19,recovery_phase,final,183019,valid,"",8126,0.049999999999983
CHARLS,19,wealth_by_sex,final,183019,failed,invalid standardized hazard: module=wealth_by_sex process=death_pre origin=I0 stratum=male ses=high age=90,8126,2.20000000000002
CHARLS,19,wealth_within_low_education,final,183019,failed,invalid standardized hazard: module=wealth_within_low_education process=death_pre origin=I0 stratum=all ses=high age=92,8126,1.10000000000002
CHARLS,20,recovery_phase,final,183020,valid,"",8241,0.0500000000000114
CHARLS,20,wealth_by_sex,final,183020,valid,"",8241,5.24000000000001
CHARLS,20,wealth_within_low_education,final,183020,valid,"",8241,2.64999999999998
CHARLS,21,recovery_phase,final,183021,valid,"",8178,0.049999999999983
CHARLS,21,wealth_by_sex,final,183021,valid,"",8178,5.07999999999998
CHARLS,21,wealth_within_low_education,final,183021,valid,"",8178,2.52000000000001
CHARLS,22,recovery_phase,final,183022,valid,"",8205,0.0500000000000114
CHARLS,22,wealth_by_sex,final,183022,valid,"",8205,5.08000000000001
CHARLS,22,wealth_within_low_education,final,183022,valid,"",8205,2.58000000000001
CHARLS,23,recovery_phase,final,183023,valid,"",8124,0.0400000000000205
CHARLS,23,wealth_by_sex,final,183023,valid,"",8124,5.26999999999998
CHARLS,23,wealth_within_low_education,final,183023,valid,"",8124,2.60999999999999
CHARLS,24,recovery_phase,final,183024,valid,"",8215,0.039999999999992
CHARLS,24,wealth_by_sex,final,183024,valid,"",8215,5
CHARLS,24,wealth_within_low_education,final,183024,valid,"",8215,2.57999999999998
CHARLS,25,recovery_phase,final,183025,valid,"",8207,0.0500000000000114
CHARLS,25,wealth_by_sex,final,183025,valid,"",8207,5.16
CHARLS,25,wealth_within_low_education,final,183025,valid,"",8207,2.53999999999999
CHARLS,26,recovery_phase,final,183026,valid,"",8123,0.0400000000000205
CHARLS,26,wealth_by_sex,final,183026,valid,"",8123,5.09
CHARLS,26,wealth_within_low_education,final,183026,valid,"",8123,2.58000000000001
CHARLS,27,recovery_phase,final,183027,valid,"",8163,0.039999999999992
CHARLS,27,wealth_by_sex,final,183027,valid,"",8163,5.56
CHARLS,27,wealth_within_low_education,final,183027,valid,"",8163,2.56
CHARLS,28,recovery_phase,final,183028,valid,"",8156,0.039999999999992
CHARLS,28,wealth_by_sex,final,183028,valid,"",8156,5.13
CHARLS,28,wealth_within_low_education,final,183028,valid,"",8156,2.83999999999998
CHARLS,29,recovery_phase,final,183029,valid,"",8206,0.0399999999999636
CHARLS,29,wealth_by_sex,final,183029,valid,"",8206,5.06
CHARLS,29,wealth_within_low_education,final,183029,valid,"",8206,2.56999999999999
CHARLS,30,recovery_phase,final,183030,valid,"",8137,0.0500000000000114
CHARLS,30,wealth_by_sex,final,183030,valid,"",8137,5.08000000000004
CHARLS,30,wealth_within_low_education,final,183030,valid,"",8137,2.46000000000004
CHARLS,31,recovery_phase,final,183031,valid,"",8095,0.0499999999999545
CHARLS,31,wealth_by_sex,final,183031,valid,"",8095,4.93000000000001
CHARLS,31,wealth_within_low_education,final,183031,valid,"",8095,2.47000000000003
CHARLS,32,recovery_phase,final,183032,valid,"",8211,0.0500000000000114
CHARLS,32,wealth_by_sex,final,183032,valid,"",8211,4.99000000000001
CHARLS,32,wealth_within_low_education,final,183032,valid,"",8211,2.54000000000002
CHARLS,33,recovery_phase,final,183033,valid,"",8135,0.0300000000000296
CHARLS,33,wealth_by_sex,final,183033,valid,"",8135,4.92000000000002
CHARLS,33,wealth_within_low_education,final,183033,valid,"",8135,2.52000000000004
CHARLS,34,recovery_phase,final,183034,valid,"",8191,0.0300000000000296
CHARLS,34,wealth_by_sex,final,183034,valid,"",8191,5.55000000000001
CHARLS,34,wealth_within_low_education,final,183034,valid,"",8191,2.70000000000005
CHARLS,35,recovery_phase,final,183035,valid,"",8179,0.0500000000000114
CHARLS,35,wealth_by_sex,final,183035,valid,"",8179,5.25
CHARLS,35,wealth_within_low_education,final,183035,valid,"",8179,2.56
CHARLS,36,recovery_phase,final,183036,valid,"",8171,0.0300000000000296
CHARLS,36,wealth_by_sex,final,183036,valid,"",8171,5.45999999999998
CHARLS,36,wealth_within_low_education,final,183036,failed,invalid standardized hazard: module=wealth_within_low_education process=death_pre origin=I0 stratum=all ses=high age=89,8171,1.31
CHARLS,37,recovery_phase,final,183037,valid,"",8098,0.0400000000000205
CHARLS,37,wealth_by_sex,final,183037,valid,"",8098,4.98999999999995
CHARLS,37,wealth_within_low_education,final,183037,valid,"",8098,2.51999999999998
CHARLS,38,recovery_phase,final,183038,valid,"",8156,0.0400000000000205
CHARLS,38,wealth_by_sex,final,183038,valid,"",8156,5.25
CHARLS,38,wealth_within_low_education,final,183038,valid,"",8156,2.51999999999998
CHARLS,39,recovery_phase,final,183039,valid,"",8170,0.0400000000000205
CHARLS,39,wealth_by_sex,final,183039,valid,"",8170,5.05000000000001
CHARLS,39,wealth_within_low_education,final,183039,valid,"",8170,2.82999999999998
CHARLS,40,recovery_phase,final,183040,valid,"",8183,0.0500000000000114
CHARLS,40,wealth_by_sex,final,183040,valid,"",8183,5.84000000000003
CHARLS,40,wealth_within_low_education,final,183040,valid,"",8183,3.5
CHARLS,41,recovery_phase,final,183041,valid,"",8156,0.0500000000000114
CHARLS,41,wealth_by_sex,final,183041,valid,"",8156,6.15000000000003
CHARLS,41,wealth_within_low_education,final,183041,valid,"",8156,3.22000000000003
CHARLS,42,recovery_phase,final,183042,valid,"",8210,0.0400000000000205
CHARLS,42,wealth_by_sex,final,183042,valid,"",8210,6.08999999999998
CHARLS,42,wealth_within_low_education,final,183042,valid,"",8210,3.03000000000003
CHARLS,43,recovery_phase,final,183043,valid,"",8139,0.0500000000000114
CHARLS,43,wealth_by_sex,final,183043,valid,"",8139,6.06999999999999
CHARLS,43,wealth_within_low_education,final,183043,valid,"",8139,3.06999999999999
CHARLS,44,recovery_phase,final,183044,valid,"",8236,0.0699999999999932
CHARLS,44,wealth_by_sex,final,183044,valid,"",8236,5.88
CHARLS,44,wealth_within_low_education,final,183044,valid,"",8236,3.02000000000004
CHARLS,45,recovery_phase,final,183045,valid,"",8203,0.0600000000000023
CHARLS,45,wealth_by_sex,final,183045,valid,"",8203,6.06
CHARLS,45,wealth_within_low_education,final,183045,valid,"",8203,3.08000000000004
CHARLS,46,recovery_phase,final,183046,valid,"",8149,0.0299999999999727
CHARLS,46,wealth_by_sex,final,183046,valid,"",8149,5.63999999999999
CHARLS,46,wealth_within_low_education,final,183046,valid,"",8149,2.82999999999998
CHARLS,47,recovery_phase,final,183047,valid,"",8186,0.0299999999999727
CHARLS,47,wealth_by_sex,final,183047,valid,"",8186,5.35000000000002
CHARLS,47,wealth_within_low_education,final,183047,valid,"",8186,2.5
CHARLS,48,recovery_phase,final,183048,valid,"",8150,0.0300000000000296
CHARLS,48,wealth_by_sex,final,183048,valid,"",8150,5.03000000000003
CHARLS,48,wealth_within_low_education,final,183048,valid,"",8150,2.52000000000004
CHARLS,49,recovery_phase,final,183049,valid,"",8157,0.0400000000000205
CHARLS,49,wealth_by_sex,final,183049,valid,"",8157,5.09999999999997
CHARLS,49,wealth_within_low_education,final,183049,valid,"",8157,2.68000000000001
CHARLS,50,recovery_phase,final,183050,valid,"",8139,0.0500000000000114
CHARLS,50,wealth_by_sex,final,183050,valid,"",8139,5.03000000000003
CHARLS,50,wealth_within_low_education,final,183050,valid,"",8139,2.62
CHARLS,51,recovery_phase,final,183051,valid,"",8153,0.0399999999999636
CHARLS,51,wealth_by_sex,final,183051,valid,"",8153,5.19999999999999
CHARLS,51,wealth_within_low_education,final,183051,valid,"",8153,2.68000000000001
CHARLS,52,recovery_phase,final,183052,valid,"",8166,0.0400000000000205
CHARLS,52,wealth_by_sex,final,183052,valid,"",8166,5.22000000000003
CHARLS,52,wealth_within_low_education,final,183052,valid,"",8166,2.5
CHARLS,53,recovery_phase,final,183053,valid,"",8139,0.0500000000000114
CHARLS,53,wealth_by_sex,final,183053,valid,"",8139,5.15999999999997
CHARLS,53,wealth_within_low_education,final,183053,valid,"",8139,2.52999999999997
CHARLS,54,recovery_phase,final,183054,valid,"",8108,0.0299999999999727
CHARLS,54,wealth_by_sex,final,183054,valid,"",8108,5.11000000000001
CHARLS,54,wealth_within_low_education,final,183054,valid,"",8108,2.59000000000003
CHARLS,55,recovery_phase,final,183055,valid,"",8161,0.0300000000000296
CHARLS,55,wealth_by_sex,final,183055,valid,"",8161,4.94999999999999
CHARLS,55,wealth_within_low_education,final,183055,valid,"",8161,2.59000000000003
CHARLS,56,recovery_phase,final,183056,valid,"",8156,0.0500000000000114
CHARLS,56,wealth_by_sex,final,183056,valid,"",8156,5.86000000000001
CHARLS,56,wealth_within_low_education,final,183056,valid,"",8156,2.86000000000001
CHARLS,57,recovery_phase,final,183057,valid,"",8156,0.0500000000000114
CHARLS,57,wealth_by_sex,final,183057,valid,"",8156,5.97999999999996
CHARLS,57,wealth_within_low_education,final,183057,valid,"",8156,2.89999999999998
CHARLS,58,recovery_phase,final,183058,valid,"",8238,0.0300000000000296
CHARLS,58,wealth_by_sex,final,183058,valid,"",8238,5.12000000000001
CHARLS,58,wealth_within_low_education,final,183058,valid,"",8238,2.79999999999995
CHARLS,59,recovery_phase,final,183059,valid,"",8190,0.0500000000000114
CHARLS,59,wealth_by_sex,final,183059,valid,"",8190,5.45000000000005
CHARLS,59,wealth_within_low_education,final,183059,valid,"",8190,2.59000000000003
CHARLS,60,recovery_phase,final,183060,valid,"",8137,0.0499999999999545
CHARLS,60,wealth_by_sex,final,183060,valid,"",8137,5.04000000000002
CHARLS,60,wealth_within_low_education,final,183060,valid,"",8137,2.67000000000007
CHARLS,61,recovery_phase,final,183061,valid,"",8130,0.0299999999999727
CHARLS,61,wealth_by_sex,final,183061,valid,"",8130,5.1099999999999
CHARLS,61,wealth_within_low_education,final,183061,valid,"",8130,2.59000000000003
CHARLS,62,recovery_phase,final,183062,valid,"",8145,0.0500000000000682
CHARLS,62,wealth_by_sex,final,183062,valid,"",8145,5.16000000000008
CHARLS,62,wealth_within_low_education,final,183062,valid,"",8145,3.11000000000001
CHARLS,63,recovery_phase,final,183063,valid,"",8113,0.0699999999999363
CHARLS,63,wealth_by_sex,final,183063,valid,"",8113,7.44000000000006
CHARLS,63,wealth_within_low_education,final,183063,valid,"",8113,3.38999999999999
CHARLS,64,recovery_phase,final,183064,valid,"",8127,0.0599999999999454
CHARLS,64,wealth_by_sex,final,183064,valid,"",8127,8.25
CHARLS,64,wealth_within_low_education,final,183064,valid,"",8127,4.25
CHARLS,65,recovery_phase,final,183065,valid,"",8130,0.0699999999999363
CHARLS,65,wealth_by_sex,final,183065,valid,"",8130,9.34000000000003
CHARLS,65,wealth_within_low_education,final,183065,valid,"",8130,4.47000000000003
CHARLS,66,recovery_phase,final,183066,valid,"",8077,0.0599999999999454
CHARLS,66,wealth_by_sex,final,183066,valid,"",8077,9.79999999999995
CHARLS,66,wealth_within_low_education,final,183066,valid,"",8077,4.54999999999996
CHARLS,67,recovery_phase,final,183067,valid,"",8218,0.0699999999999363
CHARLS,67,wealth_by_sex,final,183067,valid,"",8218,9.67999999999995
CHARLS,67,wealth_within_low_education,final,183067,valid,"",8218,4.77999999999997
CHARLS,68,recovery_phase,final,183068,valid,"",8178,0.07000000000005
CHARLS,68,wealth_by_sex,final,183068,valid,"",8178,8.13
CHARLS,68,wealth_within_low_education,final,183068,valid,"",8178,4.19000000000005
CHARLS,69,recovery_phase,final,183069,valid,"",8154,0.0599999999999454
CHARLS,69,wealth_by_sex,final,183069,valid,"",8154,9.70999999999992
CHARLS,69,wealth_within_low_education,final,183069,valid,"",8154,4.75999999999999
CHARLS,70,recovery_phase,final,183070,valid,"",8093,0.07000000000005
CHARLS,70,wealth_by_sex,final,183070,valid,"",8093,9.88999999999999
CHARLS,70,wealth_within_low_education,final,183070,valid,"",8093,4.78999999999996
CHARLS,71,recovery_phase,final,183071,valid,"",8127,0.0599999999999454
CHARLS,71,wealth_by_sex,final,183071,valid,"",8127,9.61000000000001
CHARLS,71,wealth_within_low_education,final,183071,valid,"",8127,4.61000000000001
CHARLS,72,recovery_phase,final,183072,valid,"",8148,0.0399999999999636
CHARLS,72,wealth_by_sex,final,183072,valid,"",8148,9.34999999999991
CHARLS,72,wealth_within_low_education,final,183072,valid,"",8148,4.18999999999994
CHARLS,73,recovery_phase,final,183073,valid,"",8107,0.0599999999999454
CHARLS,73,wealth_by_sex,final,183073,valid,"",8107,9.16999999999996
CHARLS,73,wealth_within_low_education,final,183073,valid,"",8107,4.98000000000002
CHARLS,74,recovery_phase,final,183074,valid,"",8124,0.0800000000000409
CHARLS,74,wealth_by_sex,final,183074,valid,"",8124,9.30999999999995
CHARLS,74,wealth_within_low_education,final,183074,valid,"",8124,4.70000000000005
CHARLS,75,recovery_phase,final,183075,valid,"",8103,0.0600000000000591
CHARLS,75,wealth_by_sex,final,183075,valid,"",8103,9.48000000000002
CHARLS,75,wealth_within_low_education,final,183075,valid,"",8103,4.13
CHARLS,76,recovery_phase,final,183076,valid,"",8180,0.0500000000000682
CHARLS,76,wealth_by_sex,final,183076,valid,"",8180,8.19000000000006
CHARLS,76,wealth_within_low_education,final,183076,valid,"",8180,3.67000000000007
CHARLS,77,recovery_phase,final,183077,valid,"",8139,0.0600000000000591
CHARLS,77,wealth_by_sex,final,183077,valid,"",8139,9.66999999999996
CHARLS,77,wealth_within_low_education,final,183077,valid,"",8139,5.07000000000005
CHARLS,78,recovery_phase,final,183078,valid,"",8180,0.0699999999999363
CHARLS,78,wealth_by_sex,final,183078,valid,"",8180,8.44000000000006
CHARLS,78,wealth_within_low_education,final,183078,valid,"",8180,4
CHARLS,79,recovery_phase,final,183079,valid,"",8141,0.0500000000000682
CHARLS,79,wealth_by_sex,final,183079,valid,"",8141,8.17000000000007
CHARLS,79,wealth_within_low_education,final,183079,valid,"",8141,3.46000000000004
CHARLS,80,recovery_phase,final,183080,valid,"",8144,0.0500000000000682
CHARLS,80,wealth_by_sex,final,183080,valid,"",8144,6.75
CHARLS,80,wealth_within_low_education,final,183080,valid,"",8144,3.38
CHARLS,81,recovery_phase,final,183081,valid,"",8205,0.0400000000000773
CHARLS,81,wealth_by_sex,final,183081,valid,"",8205,7.80999999999995
CHARLS,81,wealth_within_low_education,final,183081,valid,"",8205,3.62
CHARLS,82,recovery_phase,final,183082,valid,"",8176,0.0599999999999454
CHARLS,82,wealth_by_sex,final,183082,valid,"",8176,7.85000000000002
CHARLS,82,wealth_within_low_education,final,183082,valid,"",8176,3.4799999999999
CHARLS,83,recovery_phase,final,183083,valid,"",8169,0.0500000000000682
CHARLS,83,wealth_by_sex,final,183083,valid,"",8169,6.96999999999991
CHARLS,83,wealth_within_low_education,final,183083,valid,"",8169,3.40999999999997
CHARLS,84,recovery_phase,final,183084,valid,"",8132,0.0500000000000682
CHARLS,84,wealth_by_sex,final,183084,valid,"",8132,7.03000000000009
CHARLS,84,wealth_within_low_education,final,183084,valid,"",8132,4.20000000000005
CHARLS,85,recovery_phase,final,183085,valid,"",8132,0.0599999999999454
CHARLS,85,wealth_by_sex,final,183085,valid,"",8132,8.88999999999999
CHARLS,85,wealth_within_low_education,final,183085,valid,"",8132,4.39999999999998
CHARLS,86,recovery_phase,final,183086,valid,"",8166,0.0600000000000591
CHARLS,86,wealth_by_sex,final,183086,valid,"",8166,8.90999999999997
CHARLS,86,wealth_within_low_education,final,183086,valid,"",8166,4.43000000000006
CHARLS,87,recovery_phase,final,183087,valid,"",8148,0.0499999999999545
CHARLS,87,wealth_by_sex,final,183087,valid,"",8148,8.72000000000003
CHARLS,87,wealth_within_low_education,final,183087,valid,"",8148,4.25999999999999
CHARLS,88,recovery_phase,final,183088,valid,"",8178,0.0900000000000318
CHARLS,88,wealth_by_sex,final,183088,valid,"",8178,8.86000000000001
CHARLS,88,wealth_within_low_education,final,183088,valid,"",8178,5.25
CHARLS,89,recovery_phase,final,183089,valid,"",8142,0.0799999999999272
CHARLS,89,wealth_by_sex,final,183089,valid,"",8142,13.95
CHARLS,89,wealth_within_low_education,final,183089,valid,"",8142,6.42999999999995
CHARLS,90,recovery_phase,final,183090,valid,"",8122,0.0800000000000409
CHARLS,90,wealth_by_sex,final,183090,valid,"",8122,13.1500000000001
CHARLS,90,wealth_within_low_education,final,183090,valid,"",8122,5.51000000000011
CHARLS,91,recovery_phase,final,183091,valid,"",8054,0.0900000000000318
CHARLS,91,wealth_by_sex,final,183091,valid,"",8054,12.0600000000001
CHARLS,91,wealth_within_low_education,final,183091,valid,"",8054,5.96999999999991
CHARLS,92,recovery_phase,final,183092,valid,"",8227,0.0800000000000409
CHARLS,92,wealth_by_sex,final,183092,valid,"",8227,11.55
CHARLS,92,wealth_within_low_education,final,183092,valid,"",8227,5.63
CHARLS,93,recovery_phase,final,183093,valid,"",8112,0.0600000000000591
CHARLS,93,wealth_by_sex,final,183093,failed,invalid standardized hazard: module=wealth_by_sex process=death_pre origin=I0 stratum=male ses=high age=91,8112,5.46000000000004
CHARLS,93,wealth_within_low_education,final,183093,valid,"",8112,5.5
CHARLS,94,recovery_phase,final,183094,valid,"",8149,0.0800000000000409
CHARLS,94,wealth_by_sex,final,183094,valid,"",8149,11.58
CHARLS,94,wealth_within_low_education,final,183094,valid,"",8149,5.59000000000003
CHARLS,95,recovery_phase,final,183095,valid,"",8146,0.0600000000000591
CHARLS,95,wealth_by_sex,final,183095,valid,"",8146,10.4
CHARLS,95,wealth_within_low_education,final,183095,valid,"",8146,4.25
CHARLS,96,recovery_phase,final,183096,valid,"",8229,0.0599999999999454
CHARLS,96,wealth_by_sex,final,183096,valid,"",8229,8.42000000000007
CHARLS,96,wealth_within_low_education,final,183096,valid,"",8229,4.40999999999997
CHARLS,97,recovery_phase,final,183097,valid,"",8168,0.0599999999999454
CHARLS,97,wealth_by_sex,final,183097,valid,"",8168,9.16999999999996
CHARLS,97,wealth_within_low_education,final,183097,valid,"",8168,4.4799999999999
CHARLS,98,recovery_phase,final,183098,valid,"",8127,0.0499999999999545
CHARLS,98,wealth_by_sex,final,183098,valid,"",8127,8.8900000000001
CHARLS,98,wealth_within_low_education,final,183098,valid,"",8127,4.12000000000012
CHARLS,99,recovery_phase,final,183099,valid,"",8065,0.0399999999999636
CHARLS,99,wealth_by_sex,final,183099,valid,"",8065,8.86000000000013
CHARLS,99,wealth_within_low_education,final,183099,valid,"",8065,4.21000000000004
CHARLS,100,recovery_phase,final,183100,valid,"",8081,0.0699999999999363
CHARLS,100,wealth_by_sex,final,183100,valid,"",8081,8.33999999999992
CHARLS,100,wealth_within_low_education,final,183100,valid,"",8081,3.72999999999979
CHARLS,101,recovery_phase,final,183101,valid,"",8112,0.0699999999999363
CHARLS,101,wealth_by_sex,final,183101,valid,"",8112,8.1400000000001
CHARLS,101,wealth_within_low_education,final,183101,valid,"",8112,4.07999999999993
CHARLS,102,recovery_phase,final,183102,valid,"",8141,0.0600000000001728
CHARLS,102,wealth_by_sex,final,183102,valid,"",8141,8.43999999999983
CHARLS,102,wealth_within_low_education,final,183102,valid,"",8141,3.84999999999991
CHARLS,103,recovery_phase,final,183103,valid,"",8100,0.0800000000001546
CHARLS,103,wealth_by_sex,final,183103,valid,"",8100,12.3500000000001
CHARLS,103,wealth_within_low_education,final,183103,valid,"",8100,5.98000000000002
CHARLS,104,recovery_phase,final,183104,valid,"",8153,0.0599999999999454
CHARLS,104,wealth_by_sex,final,183104,valid,"",8153,12.53
CHARLS,104,wealth_within_low_education,final,183104,valid,"",8153,5.53999999999996
CHARLS,105,recovery_phase,final,183105,valid,"",8205,0.0799999999999272
CHARLS,105,wealth_by_sex,final,183105,valid,"",8205,11.6299999999999
CHARLS,105,wealth_within_low_education,final,183105,valid,"",8205,5.5
CHARLS,106,recovery_phase,final,183106,valid,"",8145,0.0599999999999454
CHARLS,106,wealth_by_sex,final,183106,valid,"",8145,10.8799999999999
CHARLS,106,wealth_within_low_education,final,183106,valid,"",8145,5
CHARLS,107,recovery_phase,final,183107,valid,"",8199,0.0599999999999454
CHARLS,107,wealth_by_sex,final,183107,valid,"",8199,10.76
CHARLS,107,wealth_within_low_education,final,183107,valid,"",8199,5.0300000000002
CHARLS,108,recovery_phase,final,183108,valid,"",8181,0.0499999999999545
CHARLS,108,wealth_by_sex,final,183108,valid,"",8181,10.0799999999999
CHARLS,108,wealth_within_low_education,final,183108,valid,"",8181,4.30000000000018
CHARLS,109,recovery_phase,final,183109,valid,"",8139,0.0500000000001819
CHARLS,109,wealth_by_sex,final,183109,valid,"",8139,6.72000000000003
CHARLS,109,wealth_within_low_education,final,183109,valid,"",8139,3.3599999999999
CHARLS,110,recovery_phase,final,183110,valid,"",8173,0.0300000000002001
CHARLS,110,wealth_by_sex,final,183110,valid,"",8173,6.68000000000006
CHARLS,110,wealth_within_low_education,final,183110,valid,"",8173,3.03999999999996
CHARLS,111,recovery_phase,final,183111,valid,"",8189,0.0499999999999545
CHARLS,111,wealth_by_sex,final,183111,valid,"",8189,5.97000000000003
CHARLS,111,wealth_within_low_education,final,183111,valid,"",8189,2.98000000000002
CHARLS,112,recovery_phase,final,183112,valid,"",8200,0.0500000000001819
CHARLS,112,wealth_by_sex,final,183112,valid,"",8200,6.04999999999996
CHARLS,112,wealth_within_low_education,final,183112,valid,"",8200,3
CHARLS,113,recovery_phase,final,183113,valid,"",8131,0.0399999999999636
CHARLS,113,wealth_by_sex,final,183113,valid,"",8131,6.12000000000012
CHARLS,113,wealth_within_low_education,final,183113,valid,"",8131,2.91999999999985
CHARLS,114,recovery_phase,final,183114,valid,"",8194,0.0499999999999545
CHARLS,114,wealth_by_sex,final,183114,valid,"",8194,5.96000000000004
CHARLS,114,wealth_within_low_education,final,183114,valid,"",8194,3.03999999999996
CHARLS,115,recovery_phase,final,183115,valid,"",8157,0.0700000000001637
CHARLS,115,wealth_by_sex,final,183115,valid,"",8157,6.29999999999996
CHARLS,115,wealth_within_low_education,final,183115,valid,"",8157,3.27999999999997
CHARLS,116,recovery_phase,final,183116,valid,"",8129,0.109999999999999
CHARLS,116,wealth_by_sex,final,183116,valid,"",8129,8.66
CHARLS,116,wealth_within_low_education,final,183116,valid,"",8129,3.81
CHARLS,117,recovery_phase,final,183117,valid,"",8168,0.0500000000000007
CHARLS,117,wealth_by_sex,final,183117,valid,"",8168,8.03
CHARLS,117,wealth_within_low_education,final,183117,valid,"",8168,3.89
CHARLS,118,recovery_phase,final,183118,valid,"",8146,0.0599999999999952
CHARLS,118,wealth_by_sex,final,183118,valid,"",8146,7.67
CHARLS,118,wealth_within_low_education,final,183118,valid,"",8146,3.85
CHARLS,119,recovery_phase,final,183119,valid,"",8205,0.0700000000000003
CHARLS,119,wealth_by_sex,final,183119,valid,"",8205,7.73
CHARLS,119,wealth_within_low_education,final,183119,valid,"",8205,3.77
CHARLS,120,recovery_phase,final,183120,valid,"",8122,0.0499999999999972
CHARLS,120,wealth_by_sex,final,183120,valid,"",8122,8.34
CHARLS,120,wealth_within_low_education,final,183120,failed,invalid standardized hazard: module=wealth_within_low_education process=death_pre origin=I0 stratum=all ses=high age=93,8122,1.77000000000001
CHARLS,121,recovery_phase,final,183121,valid,,8139,0.0499999999999972
CHARLS,121,wealth_by_sex,final,183121,valid,,8139,8.08999999999999
CHARLS,121,wealth_within_low_education,final,183121,valid,,8139,3.86
CHARLS,122,recovery_phase,final,183122,valid,,8130,0.0600000000000023
CHARLS,122,wealth_by_sex,final,183122,valid,,8130,8.34
CHARLS,122,wealth_within_low_education,final,183122,valid,,8130,3.72000000000001
CHARLS,123,recovery_phase,final,183123,valid,,8222,0.0500000000000114
CHARLS,123,wealth_by_sex,final,183123,valid,,8222,7.33
