path,bytes,sha256
environment/sessionInfo_45_continuous_time_mhas.txt,957,62917bf820729823ef047005ee03f331f822cbd6a5ca5bc60dd0aa650f56d301
environment/sessionInfo_46_enriched_charls.txt,1039,8693d7b84cc92d52545f9c7f7125d3380163df369491469544e4c7793d8a6053
environment/sessionInfo_46_enriched_elsa.txt,1039,8693d7b84cc92d52545f9c7f7125d3380163df369491469544e4c7793d8a6053
environment/sessionInfo_46_enriched_hrs.txt,1039,8693d7b84cc92d52545f9c7f7125d3380163df369491469544e4c7793d8a6053
environment/sessionInfo_46_enriched_mhas.txt,1039,8693d7b84cc92d52545f9c7f7125d3380163df369491469544e4c7793d8a6053
environment/sessionInfo_47_ipcw_charls.txt,733,5aaa79ebff6f89c22c1345e19c70ffb972033d74e78fb4191559d1a99c833f2a
environment/sessionInfo_47_ipcw_elsa.txt,733,5aaa79ebff6f89c22c1345e19c70ffb972033d74e78fb4191559d1a99c833f2a
environment/sessionInfo_47_ipcw_hrs.txt,733,5aaa79ebff6f89c22c1345e19c70ffb972033d74e78fb4191559d1a99c833f2a
environment/sessionInfo_47_ipcw_mhas.txt,733,5aaa79ebff6f89c22c1345e19c70ffb972033d74e78fb4191559d1a99c833f2a
environment/sessionInfo_48_internal_survival_calibration.txt,742,96881187725fc2ca52483b45e623fb83ccce00e52ad8ad9faa4c82d36d6e528c
environment/sessionInfo_49_focused_baseline_support.txt,662,67e07dc621cdf143f6312bc871b39d08dbc72ba1318d722ee9453aac814d1c50
environment/sessionInfo_51_functional_state_dictionary.txt,662,67e07dc621cdf143f6312bc871b39d08dbc72ba1318d722ee9453aac814d1c50
environment/sessionInfo_52_stratified_psu_summary.txt,662,67e07dc621cdf143f6312bc871b39d08dbc72ba1318d722ee9453aac814d1c50
environment/sessionInfo_53_consolidated_evidence.txt,658,bdbacbeca6a6235319b6db411e22f0db269da9012cab3ad5c50a3dded327609b
environment/sessionInfo_54_revision_tables.txt,658,bdbacbeca6a6235319b6db411e22f0db269da9012cab3ad5c50a3dded327609b
environment/sessionInfo_55_manuscript_insertions.txt,658,bdbacbeca6a6235319b6db411e22f0db269da9012cab3ad5c50a3dded327609b
environment/sessionInfo_56_v1_1_vector_figures.txt,682,83be314b88808fbf0386842be2bc9157cb72d524880e7d48f11107bae00ff443
figures/Additional_file_2_continuous_time_processes.pdf,167996,fb1f7d880b3413c73a5a960659c7e0aaa932fb3f6f0501f14ace27bd4b957103
figures/Additional_file_2_continuous_time_processes.svg,14174,e654080ae5afc0dc99407c0a2987ab2ebd35dbca8e3aa0199fe6484babb129dc
figures/Figure1_flow_and_multistate_framework.pdf,184446,68630add8905a49185a22ac74d600350f201c516a2e6381cd5efa9d291c5cab9
figures/Figure1_flow_and_multistate_framework.svg,12434,eaaf91ddc6a029d39df317a77d258c2bdbc9d91a760f6d42c51c7a4835584dfc
figures/Figure2_primary_gaps_and_absolute_years.pdf,163603,7caaa75a98dfe8dc391b10ac0a9a17add65f5290c6217aa8b820d47ac833eca6
figures/Figure2_primary_gaps_and_absolute_years.svg,16536,7c4d01c56e9aef35d7b31e30c49738bf73d1c8fb04aa43ac8e601323b92c0ac3
figures/Figure3_decomposition_and_robustness.pdf,267196,eee2d11623d94559a622eeec314271b1aa471f7be6d62bf0b356fb03a4ae6237
figures/Figure3_decomposition_and_robustness.svg,33443,6686e1eca65a31399d04f27db5f5371b56456f8c9e1156d31a74ec32dd9ae60b
figures/FIGURE_ASSET_MANIFEST_v1.1.json,2214,cec569fd88be6980617eb25336191427d6685b2e610b04d117cbae8de0c99de2
figures/MAIN_FIGURE_TITLES_AND_LEGENDS.md,2081,ef7732d33dbfce97937a54bdaa0bf2ddbf4b42c00b7158d84a34c65fa8f38cce
figures/qc/AdditionalFile2_vector_qc.json,927,e6684ef5b84aa3468935207ab88acbbab6dafb312c0d80f6760088e67ad737c0
figures/qc/Figure1_vector_qc.json,1062,45b704a3d63f848bb773b640608887eb1171d0bd8586aed49531ecde180554d1
figures/qc/Figure1A_vector_qc.json,897,e886542fb63b14f7bfb990693bcb2e42aefd04ae078d51892dc5906de838cd55
figures/qc/Figure1B_vector_qc.json,905,d33a26edc08ce7557efea3c587c66d1414a6053ae417973b863f0c58feae5ddb
figures/qc/Figure2_vector_qc.json,1066,568b3d64bd5d9eaa66374fb988689f5ee4412444b607161291097d81ab8ffac5
figures/qc/Figure2A_vector_qc.json,911,1997a96bc833557f4f11a0caff91806d0f0620d2db5a0657148ce63a9d4ae31c
figures/qc/Figure2B_vector_qc.json,919,566951373fe52791a9c9665d6d0014da61695c641f3ec4eebe117d57ac2624a5
figures/qc/Figure3_vector_qc.json,1246,f8e99cc3a2fdb49285b8261927f1c5cdd6a69a08c68835a6f7fba7771719bf0c
figures/qc/Figure3A_vector_qc.json,911,fbffaab1fa8add8c58bd9d191df79ae6f551b0c0646744315be68abfb816dba9
figures/qc/Figure3B_vector_qc.json,921,98ca702b79e2f9b20908e0aca56dea9a5b56827c32fdbaad3686ba1e2d83f69e
figures/qc/Figure3C_vector_qc.json,958,a2589814b2853948e4406d40aeffd1196f24bf142a81428cd396a5d666874721
figures/qc/FIGURE_QC_SUMMARY.txt,273,84ddf5b364a9f62e7bd037d5c8c0eaf59a015dc4cebe1e8ac3deeab23cb685e7
figures/qc/main_figures_illustrator_open_qc.json,730,6f984bbd4e4fbfe7663bb26ed868862113482aa41d662a9fa02f8a20844deddf
figures/qc/panel_figures_illustrator_open_qc.json,1196,e4d5f2173c4aa8c6b9f18ec81174984cb1a75b640c9e0e8596aaa66bb355c0d8
figures/source_data/AdditionalFile2_continuous_time_intensity_ratios.csv,1586,ee9d6c4842c389b9dbb41fbfb9cdada3870b8455ff24f9da48e658a5e6e56c12
figures/source_data/Figure1A_cohort_flow.csv,469,d96433d5456ee328a3055ea7a7012a3a26d6840ad1324e0a5b526790bfb7ea42
figures/source_data/Figure2A_primary_education_wealth_fdfle_gaps.csv,574,87e2c3b412facb9abf17c03d4aeb8214611421ce2940ccb60188dfd6a738873d
figures/source_data/Figure2B_focused_absolute_life_years.csv,1138,8f8dfa36fc38b1dc68cbb49f3dcac7711dae5707ea564e097008fab68702a4ab
figures/source_data/Figure3A_primary_post_onset_contributions.csv,576,bf17f154818818946ec213af82e9b8a935f12141f05f449e4409dc6609d9e574
figures/source_data/Figure3B_six_block_decomposition_with_ci.csv,2009,8578f79e26c540516040c0380ed5775de8ee4aa998c3157daa7e0d74d7646442
figures/source_data/Figure3C_functional_definition_sensitivity.csv,962,6f8cbc23e7aa6161fbb40076fb3907b00bfe9565d5e8f95c9817f5ba4e62ca4c
LICENSE,1136,e6a4de421f9025acbe28396dbf172342362db1e6156811aca95e3fc4f23d469e
LICENSE-DATA.md,537,6b54d63783e0722d0fda6f90da7c6414a5e08eebe3065a0c1735fa211c158dac
README.md,4142,b15ba1a3ceb133a5f76148d3e323509c3d1a01328c480b3d94ed60391e5d3480
RELEASE_QC.md,1072,7d46f9058de35354930e9ee0e61ec591caa719844a756f2c5201a2cac402c1f2
results/original_analysis/00_source_audit/source_candidate_dictionary.csv,146369,18d37b82c12031b44d01b48168703e8a27e5843f9e1f9d5c4a81cacf51245927
results/original_analysis/00_source_audit/source_concept_coverage.csv,17231,df79510ab516c7e3f580a6bcae4124e542f431330490151f26d94583eae936ad
results/original_analysis/00_source_audit/source_file_audit.csv,498,4beb32b8313fa00159e101a87bef680345d40c651e0b97bd74fb2269b196fa80
results/original_analysis/01_gate0/death_non_death_attrition_audit.csv,4654,94ae87fa5106fe76f530502e93920678edd3a40401b565ec8a6ae503bc04f03b
results/original_analysis/01_gate0/death_source_audit.csv,526,704cadbbd4b89c3f28b42953b86e6b270e3248b79f78a477d1f42871f3cb88b2
results/original_analysis/01_gate0/exact_schema_availability.csv,34106,ccb620dccee545ee08814db21f13188ea2cc9b9f7739264ffa60a892486d7996
results/original_analysis/01_gate0/gate0_event_counts_by_cohort.csv,450,d1415cacd709df043e12e370ab453a2ddadba0ae133acd0d584da8a30a8c1e0f
results/original_analysis/01_gate0/gate0_event_counts_by_interval.csv,14262,d346da1e602b874a6ef8b10ad1da4dc3faf1a6b4e0daa969c611acdaf4af4688
results/original_analysis/01_gate0/impossible_transition_audit.csv,210,776692f02f9e1262d57204cf034999413a8dd02f921b32d6f531cb8407359647
results/original_analysis/01_gate0/interval_length_audit.csv,1475,7241e650536544787d896798de6355c3c25ca0061afa87d169e49475ecb42bff
results/original_analysis/01_gate0/iwstat_value_counts.csv,2780,8ce338915e30f00831b1ae7ede104ef5fc00b5c93f0c5cb97fb5fa28cc9fae34
results/original_analysis/01_gate0/semantic_value_counts.csv,31172,0cc6e0985b833f87c1eb790bedc58e152bb38c8cdbf67a9a891954a2adc3925f
results/original_analysis/01_gate0/semantic_value_labels.csv,125640,b7765ee88dcc4896107c4e32eafdf672b82231b76a9dd12db770e0a1c6dc8b9e
results/original_analysis/01_gate0/source_read_audit.csv,1012,f461a3a328479a91c62210f05e4cf7a2dbdacc099c2ab2f8cbcb4d26ad4318fe
results/original_analysis/01_gate0/transition_matrix_counts.csv,1453,c6e4318356924794114e1c7c4462fafd02ad8a4e10f6a625400da5b2fc37c746
results/original_analysis/01_gate0/wave_state_counts.csv,4281,64715d9cda715d728b2c1cfbeae5d4b847f53e0e871ee728e0297ea48dae74b9
results/original_analysis/01_gate0/wave_variable_missingness.csv,20063,0ca7c20f85765a052928d9229b87f7e3458e0fd1b0ae10877793a2a996e2226d
results/original_analysis/02_elsa_wave11_audit/core_selected_variable_metadata.csv,513328,313967565f45fd58e6b20f224399da7ecdde3da825b75a9890afba5685a39489
results/original_analysis/02_elsa_wave11_audit/death_date_proxy_weight_candidate_metadata.csv,699824,a75d645bd3e1caed36ba4718bde21d7cf7e75dfeb5f3d22b2588299eec8c4a4d
results/original_analysis/02_elsa_wave11_audit/eol_all_variable_metadata.csv,608007,f5494d7809e1362550a68a59291b2848001e887f2a8eb353b948ff30fa5d2f44
results/original_analysis/02_elsa_wave11_audit/wave11_core_eol_overlap.csv,26,f0fad4dc2555cc939006787b68becff2eb3ebf1104f7371d1d72cc4d1eec2adb
results/original_analysis/02_elsa_wave11_audit/wave11_id_audit.csv,132,0487cc9c7da1b2207ef9ac4dd5ed8b100267af7472788406b3bb4d47ae4d4fb4
results/original_analysis/02_elsa_wave11_audit/wave11_strict_function_summary.csv,195,e7728a301eda0d55483f3c01398ebecf0b470f3bf2b3935368ea50d2cf560adc
results/original_analysis/02c_charls2020_schema_audit/charls2020_all_variable_metadata.csv,1093560,463d14001201a12ebf2cfe8b9da9a225377628f04c1a691cf50768b716f6e5a4
results/original_analysis/02c_charls2020_schema_audit/charls2020_candidate_file_audit.csv,908,58e3af41b4f39ff8addd8ce6cc3f95b898414b3de6c27de6249d970e8d099ebb
