wealth_entry_wave,q33,q67,cut_method,resampled_person_frequency,unique_sampled_persons,replicate,cohort
4,4e+05,1140000,weighted_empirical,1421,923,14,MHAS
2,175000,350000,weighted_empirical,1029,658,14,MHAS
5,388000,1223000,weighted_empirical,1364,839,14,MHAS
6,1950000,6543417,weighted_empirical,5,3,14,MHAS
3,3e+05,823835.5,weighted_empirical,5141,3242,15,MHAS
5,396539.125,1150000,weighted_empirical,1356,853,15,MHAS
1,80000,304271.9375,weighted_empirical,6211,3943,15,MHAS
2,153000,346840.53125,weighted_empirical,999,649,15,MHAS
4,435000,1140000,weighted_empirical,1463,926,15,MHAS
6,1950000,1950000,weighted_empirical,1,1,15,MHAS
3,252341.390625,743370.5625,weighted_empirical,5057,3224,16,MHAS
1,80000,300436.28125,weighted_empirical,6384,4012,16,MHAS
2,170000,422328.46875,weighted_empirical,1020,644,16,MHAS
5,325948.6875,1113326.25,weighted_empirical,1338,846,16,MHAS
4,380211.71875,1095232,weighted_empirical,1369,870,16,MHAS
6,1950000,6543417,weighted_empirical,4,3,16,MHAS
3,3e+05,8e+05,weighted_empirical,5181,3270,17,MHAS
1,80797.703125,314471.8125,weighted_empirical,6282,3982,17,MHAS
5,388386.40625,1028980.4375,weighted_empirical,1275,834,17,MHAS
2,152000,350000,weighted_empirical,1062,665,17,MHAS
4,492000,1369375.875,weighted_empirical,1366,855,17,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,4,3,17,MHAS
3,3e+05,820976.875,weighted_empirical,5042,3232,18,MHAS
1,76369.171875,303000,weighted_empirical,6425,3997,18,MHAS
4,4e+05,1050000,weighted_empirical,1322,851,18,MHAS
2,176864.65625,377320.25,weighted_empirical,1048,670,18,MHAS
5,332610,1113326.25,weighted_empirical,1330,837,18,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,4,3,18,MHAS
3,254891.5625,772855.1875,weighted_empirical,5211,3266,19,MHAS
1,85743.34375,314471.8125,weighted_empirical,6209,3971,19,MHAS
5,3e+05,1126085.25,weighted_empirical,1340,863,19,MHAS
4,368266.28125,1050000,weighted_empirical,1409,897,19,MHAS
2,169365.53125,357141.8125,weighted_empirical,995,627,19,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,7,3,19,MHAS
3,270000,8e+05,weighted_empirical,5077,3260,20,MHAS
1,81391.515625,302000,weighted_empirical,6306,3978,20,MHAS
5,5e+05,1223105.625,weighted_empirical,1413,891,20,MHAS
4,325000,1134044.25,weighted_empirical,1372,888,20,MHAS
2,170000,350000,weighted_empirical,1000,645,20,MHAS
6,1027306.9375,6543417,weighted_empirical,4,3,20,MHAS
3,258614.609375,791662,weighted_empirical,5208,3315,21,MHAS
1,74000,314206.0625,weighted_empirical,6225,3952,21,MHAS
5,343524.78125,960000,weighted_empirical,1303,852,21,MHAS
4,370299.8125,1100000,weighted_empirical,1382,855,21,MHAS
2,150000,314196.1875,weighted_empirical,1051,650,21,MHAS
6,1950000,1950000,weighted_empirical,1,1,21,MHAS
3,277661.875,8e+05,weighted_empirical,5175,3262,22,MHAS
1,80000,309773.875,weighted_empirical,6204,3947,22,MHAS
5,363570.28125,1190920.25,weighted_empirical,1325,831,22,MHAS
4,464137.78125,1050000,weighted_empirical,1419,895,22,MHAS
2,152000,350000,weighted_empirical,1045,656,22,MHAS
6,780000,780000,weighted_empirical,2,1,22,MHAS
3,258829.96875,777221.375,weighted_empirical,5162,3248,23,MHAS
1,81567.890625,317008.34375,weighted_empirical,6318,3984,23,MHAS
4,355000,1019460.625,weighted_empirical,1419,896,23,MHAS
2,165000,350000,weighted_empirical,1017,641,23,MHAS
5,3e+05,1150000,weighted_empirical,1251,807,23,MHAS
6,1950000,6543417,weighted_empirical,4,3,23,MHAS
3,248269.765625,769661.625,weighted_empirical,5107,3257,24,MHAS
5,391520.59375,1199074.375,weighted_empirical,1343,843,24,MHAS
1,79282,304271.9375,weighted_empirical,6232,3937,24,MHAS
4,380211.71875,1095232,weighted_empirical,1373,883,24,MHAS
2,175507.96875,353000,weighted_empirical,1114,684,24,MHAS
6,1027306.9375,6543417,weighted_empirical,3,3,24,MHAS
3,284610.8125,827774.875,weighted_empirical,5089,3249,25,MHAS
1,75889.0546875,318183.40625,weighted_empirical,6248,3931,25,MHAS
4,368000,1015000,weighted_empirical,1386,863,25,MHAS
2,150979.84375,368946.0625,weighted_empirical,1050,639,25,MHAS
5,4e+05,1190920.25,weighted_empirical,1396,862,25,MHAS
6,1027306.9375,1950000,weighted_empirical,3,3,25,MHAS
3,290000,820113.375,weighted_empirical,5251,3261,26,MHAS
1,83000,304271.9375,weighted_empirical,6255,3958,26,MHAS
5,325948.6875,1094876.75,weighted_empirical,1318,824,26,MHAS
4,5e+05,1321942.25,weighted_empirical,1327,858,26,MHAS
2,162489.359375,346840.53125,weighted_empirical,1020,672,26,MHAS
6,6543417,6543417,weighted_empirical,1,1,26,MHAS
3,251000,820113.375,weighted_empirical,5143,3217,27,MHAS
1,85000,310000,weighted_empirical,6256,3985,27,MHAS
4,4e+05,1193096.625,weighted_empirical,1380,883,27,MHAS
2,152442.765625,408586.71875,weighted_empirical,1079,675,27,MHAS
5,361800,1113326.25,weighted_empirical,1310,832,27,MHAS
6,1027306.9375,6543417,weighted_empirical,3,3,27,MHAS
3,3e+05,855000,weighted_empirical,5101,3251,28,MHAS
1,81000,317659.875,weighted_empirical,6312,3951,28,MHAS
2,153000,368946.0625,weighted_empirical,1025,641,28,MHAS
5,343524.78125,1081587.75,weighted_empirical,1353,849,28,MHAS
4,380000,1100000,weighted_empirical,1378,891,28,MHAS
6,1950000,6543417,weighted_empirical,3,2,28,MHAS
3,285000,765729.6875,weighted_empirical,5071,3221,29,MHAS
1,74000,317008.34375,weighted_empirical,6248,3952,29,MHAS
4,374972.09375,1140000,weighted_empirical,1450,892,29,MHAS
2,170000,4e+05,weighted_empirical,1073,650,29,MHAS
5,312113,1102603.75,weighted_empirical,1322,831,29,MHAS
6,1027306.9375,1950000,weighted_empirical,8,3,29,MHAS
3,3e+05,784898.625,weighted_empirical,5155,3234,30,MHAS
1,84973.984375,314206.0625,weighted_empirical,6153,3892,30,MHAS
4,457133.28125,1140000,weighted_empirical,1419,877,30,MHAS
5,341000,1e+06,weighted_empirical,1350,827,30,MHAS
2,195000,350000,weighted_empirical,1089,673,30,MHAS
6,1950000,6543417,weighted_empirical,6,3,30,MHAS
3,268200,831964.5,weighted_empirical,5147,3260,31,MHAS
1,80000,303000,weighted_empirical,6205,3933,31,MHAS
4,405000,1015000,weighted_empirical,1425,900,31,MHAS
2,170000,350000,weighted_empirical,1069,688,31,MHAS
5,388000,1233234.625,weighted_empirical,1320,853,31,MHAS
6,1950000,6543417,weighted_empirical,3,2,31,MHAS
3,3e+05,767104.625,weighted_empirical,5143,3220,32,MHAS
1,76713.1875,3e+05,weighted_empirical,6221,3909,32,MHAS
5,358698.625,960000,weighted_empirical,1282,825,32,MHAS
4,464137.78125,1118575.75,weighted_empirical,1424,896,32,MHAS
2,174485.28125,401000,weighted_empirical,1097,676,32,MHAS
6,1027306.9375,6543417,weighted_empirical,5,4,32,MHAS
3,3e+05,751237,weighted_empirical,5191,3278,33,MHAS
5,410000,1199074.375,weighted_empirical,1353,861,33,MHAS
1,86546.203125,309773.875,weighted_empirical,6233,3926,33,MHAS
4,342000,1321942.25,weighted_empirical,1360,858,33,MHAS
2,152442.765625,346840.53125,weighted_empirical,1031,653,33,MHAS
6,6543417,6543417,weighted_empirical,4,2,33,MHAS
3,260000,850000,weighted_empirical,5210,3286,34,MHAS
1,95200,330000,weighted_empirical,6228,3943,34,MHAS
4,350000,1045000,weighted_empirical,1353,863,34,MHAS
2,171490.515625,350000,weighted_empirical,1035,664,34,MHAS
5,410000,1199074.375,weighted_empirical,1341,833,34,MHAS
6,1027306.9375,1950000,weighted_empirical,5,4,34,MHAS
3,275000,821760.25,weighted_empirical,5059,3251,35,MHAS
1,80000,297986.0625,weighted_empirical,6345,4013,35,MHAS
5,331261.65625,1124173.625,weighted_empirical,1309,825,35,MHAS
4,444690.3125,1331703,weighted_empirical,1387,873,35,MHAS
2,188000,355381.5,weighted_empirical,1066,671,35,MHAS
6,780000,6543417,weighted_empirical,4,2,35,MHAS
3,270469.125,823835.5,weighted_empirical,5084,3155,36,MHAS
1,84000,314256.90625,weighted_empirical,6327,3993,36,MHAS
5,410000,1120000,weighted_empirical,1325,831,36,MHAS
2,155000,410000,weighted_empirical,1034,678,36,MHAS
4,306000,1045000,weighted_empirical,1399,902,36,MHAS
6,1027306.9375,1950000,weighted_empirical,3,3,36,MHAS
3,285000,820113.375,weighted_empirical,5023,3225,37,MHAS
5,361800,1150000,weighted_empirical,1343,838,37,MHAS
1,80000,310000,weighted_empirical,6283,3982,37,MHAS
4,380000,1100000,weighted_empirical,1479,887,37,MHAS
2,176864.65625,402000,weighted_empirical,1042,665,37,MHAS
6,1027306.9375,1950000,weighted_empirical,2,2,37,MHAS
3,300200,823992.3125,weighted_empirical,5072,3210,38,MHAS
5,430500,1228363.625,weighted_empirical,1338,843,38,MHAS
1,87200,305235.6875,weighted_empirical,6289,3959,38,MHAS
4,402000,1117184.5,weighted_empirical,1385,887,38,MHAS
2,170000,350000,weighted_empirical,1084,686,38,MHAS
6,1950000,6543417,weighted_empirical,4,3,38,MHAS
3,228721.546875,791662,weighted_empirical,5221,3323,39,MHAS
5,388000,1120000,weighted_empirical,1344,859,39,MHAS
1,80000,305000,weighted_empirical,6234,3944,39,MHAS
4,396339.59375,1145000,weighted_empirical,1339,863,39,MHAS
2,151000,327500,weighted_empirical,1029,642,39,MHAS
6,1950000,6543417,weighted_empirical,3,3,39,MHAS
3,280000,768730.625,weighted_empirical,5132,3226,40,MHAS
1,85000,329657.25,weighted_empirical,6285,3968,40,MHAS
4,374972.09375,1050000,weighted_empirical,1378,875,40,MHAS
2,179279.078125,350000,weighted_empirical,1006,655,40,MHAS
5,352000,1223000,weighted_empirical,1364,868,40,MHAS
6,1950000,1950000,weighted_empirical,4,2,40,MHAS
3,277603.375,834521.125,weighted_empirical,5097,3213,41,MHAS
5,328000,1050000,weighted_empirical,1280,833,41,MHAS
1,90000,325411.9375,weighted_empirical,6361,3993,41,MHAS
4,336423.0625,1100512.375,weighted_empirical,1397,889,41,MHAS
2,151100.34375,407713.90625,weighted_empirical,1032,647,41,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,4,2,41,MHAS
3,285000,8e+05,weighted_empirical,5125,3195,42,MHAS
5,412784.25,1199074.375,weighted_empirical,1309,845,42,MHAS
1,80000,305235.6875,weighted_empirical,6332,4013,42,MHAS
2,175000,335610.84375,weighted_empirical,1030,653,42,MHAS
4,4e+05,1140000,weighted_empirical,1372,878,42,MHAS
6,1027306.9375,1950000,weighted_empirical,4,4,42,MHAS
3,252418.890625,796889.8125,weighted_empirical,5084,3225,43,MHAS
5,332610,1199074.375,weighted_empirical,1294,839,43,MHAS
1,80000,325411.9375,weighted_empirical,6308,3919,43,MHAS
4,368000,1369375.875,weighted_empirical,1434,888,43,MHAS
2,153000,350000,weighted_empirical,1049,670,43,MHAS
6,1950000,6543417,weighted_empirical,2,2,43,MHAS
3,264235.0625,8e+05,weighted_empirical,5178,3264,44,MHAS
5,343524.78125,990000,weighted_empirical,1347,872,44,MHAS
1,80000,305000,weighted_empirical,6198,3928,44,MHAS
4,318933.375,1134044.25,weighted_empirical,1375,878,44,MHAS
2,152442.765625,350000,weighted_empirical,1071,665,44,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,3,2,44,MHAS
3,263000,826678.1875,weighted_empirical,5116,3198,45,MHAS
5,390000,1200323.75,weighted_empirical,1364,848,45,MHAS
1,87038,305000,weighted_empirical,6234,3949,45,MHAS
4,425000,1140000,weighted_empirical,1406,885,45,MHAS
2,175507.96875,402000,weighted_empirical,1047,671,45,MHAS
6,1950000,1950000,weighted_empirical,4,3,45,MHAS
3,280000,788000,weighted_empirical,5068,3195,46,MHAS
5,5e+05,1228477.375,weighted_empirical,1396,883,46,MHAS
1,75000,305000,weighted_empirical,6261,3977,46,MHAS
2,164929.46875,408586.71875,weighted_empirical,1057,670,46,MHAS
4,457133.28125,1193096.625,weighted_empirical,1381,865,46,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,8,3,46,MHAS
3,265277.71875,768730.625,weighted_empirical,5093,3246,47,MHAS
1,85281.0859375,315000,weighted_empirical,6232,3907,47,MHAS
4,449284.65625,1134044.25,weighted_empirical,1412,902,47,MHAS
2,170000,360000,weighted_empirical,1046,654,47,MHAS
5,388000,1199074.375,weighted_empirical,1381,850,47,MHAS
6,1027306.9375,1950000,weighted_empirical,7,4,47,MHAS
3,3e+05,829535,weighted_empirical,5104,3254,48,MHAS
5,5e+05,1228477.375,weighted_empirical,1337,857,48,MHAS
1,80000,309773.875,weighted_empirical,6248,3966,48,MHAS
4,400500,1120000,weighted_empirical,1420,893,48,MHAS
2,198496.453125,422328.46875,weighted_empirical,1056,659,48,MHAS
6,1027306.9375,6543417,weighted_empirical,6,3,48,MHAS
3,3e+05,815000,weighted_empirical,5048,3216,49,MHAS
1,95000,314206.0625,weighted_empirical,6267,3951,49,MHAS
5,412784.25,1228363.625,weighted_empirical,1325,844,49,MHAS
4,3e+05,1100000,weighted_empirical,1427,889,49,MHAS
2,175507.96875,346840.53125,weighted_empirical,1103,663,49,MHAS
6,1950000,1950000,weighted_empirical,1,1,49,MHAS
3,307588.25,850000,weighted_empirical,5169,3220,50,MHAS
1,87200,321807.40625,weighted_empirical,6254,3950,50,MHAS
4,430000,1311191.625,weighted_empirical,1344,834,50,MHAS
2,165184.9375,350000,weighted_empirical,1004,635,50,MHAS
5,358698.625,1113326.25,weighted_empirical,1392,873,50,MHAS
6,1950000,6543417,weighted_empirical,9,4,50,MHAS
3,306000,8e+05,weighted_empirical,5052,3197,51,MHAS
1,80000,304271.9375,weighted_empirical,6319,3955,51,MHAS
5,350000,1190920.25,weighted_empirical,1311,853,51,MHAS
4,4e+05,1060000,weighted_empirical,1475,929,51,MHAS
2,151300,402000,weighted_empirical,1008,653,51,MHAS
6,1950000,1950000,weighted_empirical,6,3,51,MHAS
3,3e+05,821897.6875,weighted_empirical,5137,3277,52,MHAS
1,82505.7578125,300436.28125,weighted_empirical,6181,3940,52,MHAS
5,388386.40625,1200323.75,weighted_empirical,1459,890,52,MHAS
4,410000,1134044.25,weighted_empirical,1414,885,52,MHAS
2,130000,327930.375,weighted_empirical,975,630,52,MHAS
6,1027306.9375,6543417,weighted_empirical,5,3,52,MHAS
3,225000,8e+05,weighted_empirical,5107,3264,53,MHAS
1,95962.828125,330073.84375,weighted_empirical,6318,3991,53,MHAS
5,388387.09375,1090895.75,weighted_empirical,1308,822,53,MHAS
2,151000,350000,weighted_empirical,1024,654,53,MHAS
4,460000,1100000,weighted_empirical,1411,891,53,MHAS
6,1027306.9375,6543417,weighted_empirical,3,2,53,MHAS
3,258829.96875,760800,weighted_empirical,5123,3244,54,MHAS
5,388000,1178371.625,weighted_empirical,1384,878,54,MHAS
1,80000,314206.0625,weighted_empirical,6294,3962,54,MHAS
4,436765.0625,1100000,weighted_empirical,1341,849,54,MHAS
2,150000,346840.53125,weighted_empirical,1024,647,54,MHAS
6,1950000,1950000,weighted_empirical,6,3,54,MHAS
3,3e+05,823835.5,weighted_empirical,5181,3281,55,MHAS
1,81000,303000,weighted_empirical,6244,3942,55,MHAS
5,400300,1190920.25,weighted_empirical,1311,842,55,MHAS
4,410000,1134044.25,weighted_empirical,1360,881,55,MHAS
2,175000,350000,weighted_empirical,1069,682,55,MHAS
6,1027306.9375,1950000,weighted_empirical,7,4,55,MHAS
3,300500,837768.25,weighted_empirical,5148,3292,56,MHAS
1,80000,310000,weighted_empirical,6240,3923,56,MHAS
5,294902.4375,1004613.9375,weighted_empirical,1365,872,56,MHAS
2,135000,338117.90625,weighted_empirical,995,654,56,MHAS
4,380211.71875,1100000,weighted_empirical,1419,887,56,MHAS
6,1027306.9375,1950000,weighted_empirical,4,4,56,MHAS
3,305089.65625,882441.5625,weighted_empirical,5184,3217,57,MHAS
1,86000,318183.40625,weighted_empirical,6210,3924,57,MHAS
4,410000,1166000,weighted_empirical,1437,897,57,MHAS
2,175000,346840.53125,weighted_empirical,1015,650,57,MHAS
5,396539.125,1228477.375,weighted_empirical,1322,831,57,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,3,2,57,MHAS
3,3e+05,850000,weighted_empirical,5202,3258,58,MHAS
1,85000,310000,weighted_empirical,6167,3944,58,MHAS
5,331261.65625,1199074.375,weighted_empirical,1389,846,58,MHAS
2,152000,380000,weighted_empirical,1047,665,58,MHAS
4,464137.78125,1369375.875,weighted_empirical,1364,880,58,MHAS
6,1950000,6543417,weighted_empirical,3,2,58,MHAS
3,275000,797249.5,weighted_empirical,5184,3270,59,MHAS
5,294584.21875,1084000,weighted_empirical,1453,885,59,MHAS
1,80000,305000,weighted_empirical,6130,3938,59,MHAS
4,457133.28125,1318519.75,weighted_empirical,1359,868,59,MHAS
2,151000,380000,weighted_empirical,1037,649,59,MHAS
6,1950000,1950000,weighted_empirical,8,3,59,MHAS
3,270469.125,823076.125,weighted_empirical,5062,3249,60,MHAS
5,361348.25,1200323.75,weighted_empirical,1355,879,60,MHAS
1,75000,292922,weighted_empirical,6336,3990,60,MHAS
2,155000,350000,weighted_empirical,1017,632,60,MHAS
4,368284.125,1111308.75,weighted_empirical,1397,882,60,MHAS
6,1027306.9375,1950000,weighted_empirical,5,3,60,MHAS
1,87000,303000,weighted_empirical,6313,4012,61,MHAS
3,3e+05,820976.875,weighted_empirical,5133,3271,61,MHAS
5,332610,1116747.375,weighted_empirical,1367,864,61,MHAS
2,154655.34375,350000,weighted_empirical,1022,663,61,MHAS
4,325000,958115.125,weighted_empirical,1330,858,61,MHAS
6,1027306.9375,1950000,weighted_empirical,5,3,61,MHAS
3,275000,829535,weighted_empirical,5246,3343,62,MHAS
1,80000,305000,weighted_empirical,6244,3954,62,MHAS
4,457133.28125,1140000,weighted_empirical,1380,864,62,MHAS
5,410000,1084000,weighted_empirical,1318,852,62,MHAS
2,153000,357141.8125,weighted_empirical,984,630,62,MHAS
3,282000,850000,weighted_empirical,5193,3277,63,MHAS
5,373224.71875,1190920.25,weighted_empirical,1333,848,63,MHAS
1,80000,297986.0625,weighted_empirical,6203,3918,63,MHAS
4,430871.28125,1251588.375,weighted_empirical,1427,878,63,MHAS
2,170000,350000,weighted_empirical,1010,655,63,MHAS
6,1950000,6543417,weighted_empirical,4,3,63,MHAS
3,282000,839229.5,weighted_empirical,5166,3228,64,MHAS
5,390000,1150000,weighted_empirical,1323,850,64,MHAS
1,80000,328042.59375,weighted_empirical,6238,3929,64,MHAS
4,408000,1200000,weighted_empirical,1419,888,64,MHAS
2,176138.09375,392604.09375,weighted_empirical,1022,647,64,MHAS
6,6543417,6543417,weighted_empirical,3,2,64,MHAS
3,264235.0625,8e+05,weighted_empirical,5147,3229,65,MHAS
1,83500,3e+05,weighted_empirical,6321,3970,65,MHAS
5,415000,1050000,weighted_empirical,1324,835,65,MHAS
2,150362.34375,350000,weighted_empirical,1043,646,65,MHAS
4,457133.28125,1134044.25,weighted_empirical,1332,851,65,MHAS
6,1027306.9375,1950000,weighted_empirical,4,4,65,MHAS
3,285000,805000,weighted_empirical,5111,3276,66,MHAS
1,82000,302208.90625,weighted_empirical,6278,3957,66,MHAS
2,151000,320000,weighted_empirical,989,633,66,MHAS
5,331261.65625,1119400,weighted_empirical,1336,823,66,MHAS
4,370000,1250000,weighted_empirical,1454,908,66,MHAS
6,6543417,6543417,weighted_empirical,4,2,66,MHAS
3,270469.125,8e+05,weighted_empirical,5188,3265,67,MHAS
5,337025.875,1199074.375,weighted_empirical,1297,800,67,MHAS
1,80000,303000,weighted_empirical,6213,3929,67,MHAS
4,374972.09375,1050000,weighted_empirical,1381,886,67,MHAS
2,170000,350000,weighted_empirical,1090,684,67,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,3,2,67,MHAS
3,251000,750000,weighted_empirical,5159,3265,68,MHAS
1,90000,306880.65625,weighted_empirical,6237,3930,68,MHAS
5,350000,1094000,weighted_empirical,1346,846,68,MHAS
4,368000,1140000,weighted_empirical,1385,866,68,MHAS
2,151100.34375,368946.0625,weighted_empirical,1040,672,68,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,4,3,68,MHAS
3,260696.640625,820113.375,weighted_empirical,5145,3222,69,MHAS
1,87811.1953125,305000,weighted_empirical,6200,3922,69,MHAS
5,390000,1178371.625,weighted_empirical,1368,860,69,MHAS
4,350000,1095232,weighted_empirical,1427,931,69,MHAS
2,189592.25,407703.59375,weighted_empirical,1030,647,69,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,2,2,69,MHAS
3,270469.125,821760.25,weighted_empirical,5160,3265,70,MHAS
1,80000,310000,weighted_empirical,6170,3965,70,MHAS
5,361800,1199074.375,weighted_empirical,1344,853,70,MHAS
4,4e+05,1134044.25,weighted_empirical,1422,901,70,MHAS
2,179279.078125,410000,weighted_empirical,1074,664,70,MHAS
6,780000,780000,weighted_empirical,2,1,70,MHAS
1,90000,318183.40625,weighted_empirical,6209,3913,71,MHAS
5,439579.6875,1233234.625,weighted_empirical,1337,846,71,MHAS
3,290000,8e+05,weighted_empirical,5170,3271,71,MHAS
4,464137.78125,1140000,weighted_empirical,1395,890,71,MHAS
2,188000,350000,weighted_empirical,1057,668,71,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,4,3,71,MHAS
3,234567,771712.6875,weighted_empirical,5085,3206,72,MHAS
1,83000,315000,weighted_empirical,6193,3924,72,MHAS
2,162489.359375,346840.53125,weighted_empirical,1027,653,72,MHAS
5,388387.09375,1150000,weighted_empirical,1378,852,72,MHAS
4,368000,1111308.75,weighted_empirical,1486,925,72,MHAS
6,1027306.9375,1027306.9375,weighted_empirical,3,2,72,MHAS
3,277661.875,825000,weighted_empirical,5128,3239,73,MHAS
1,80000,317008.34375,weighted_empirical,6277,3963,73,MHAS
2,154655.34375,368946.0625,weighted_empirical,1000,664,73,MHAS
5,388387.09375,1199074.375,weighted_empirical,1343,861,73,MHAS
4,306000,1050000,weighted_empirical,1420,894,73,MHAS
6,6543417,6543417,weighted_empirical,3,2,73,MHAS
3,285000,772234.375,weighted_empirical,5153,3251,74,MHAS
5,354000,1120000,weighted_empirical,1313,838,74,MHAS
1,75000,303000,weighted_empirical,6294,3958,74,MHAS
4,436765.0625,1140000,weighted_empirical,1420,889,74,MHAS
2,162489.359375,350000,weighted_empirical,988,617,74,MHAS
6,1027306.9375,6543417,weighted_empirical,4,3,74,MHAS
