cohort,phase,replicate,seed,exposure,status,error_message,unique_sampled_people,elapsed_seconds_replicate_exposure
CHARLS,final,74,151074,education,valid,"",8122,4.11000000000001
CHARLS,final,74,151074,wealth,valid,"",8122,8.76999999999998
CHARLS,final,75,151075,education,valid,"",8195,3.70000000000005
CHARLS,final,75,151075,wealth,valid,"",8195,7.84000000000003
CHARLS,final,76,151076,education,valid,"",8167,3.77999999999997
CHARLS,final,76,151076,wealth,valid,"",8167,7.63999999999999
CHARLS,final,77,151077,education,valid,"",8152,4.37
CHARLS,final,77,151077,wealth,valid,"",8152,7.81000000000006
CHARLS,final,78,151078,education,valid,"",8172,3.18999999999994
CHARLS,final,78,151078,wealth,valid,"",8172,6.44999999999993
CHARLS,final,79,151079,education,valid,"",8099,3.31000000000006
CHARLS,final,79,151079,wealth,valid,"",8099,6.60000000000002
CHARLS,final,80,151080,education,valid,"",8117,3.38
CHARLS,final,80,151080,wealth,valid,"",8117,6.78999999999996
CHARLS,final,81,151081,education,valid,"",8196,3.20000000000005
CHARLS,final,81,151081,wealth,valid,"",8196,6.54999999999996
CHARLS,final,82,151082,education,valid,"",8133,3.47000000000003
CHARLS,final,82,151082,wealth,valid,"",8133,6.80000000000007
CHARLS,final,83,151083,education,valid,"",8088,3.11000000000001
CHARLS,final,83,151083,wealth,valid,"",8088,6.27999999999997
CHARLS,final,84,151084,education,valid,"",8164,3.23000000000002
CHARLS,final,84,151084,wealth,valid,"",8164,6.48000000000002
CHARLS,final,85,151085,education,valid,"",8146,3.08999999999992
CHARLS,final,85,151085,wealth,valid,"",8146,6.40999999999997
CHARLS,final,86,151086,education,valid,"",8178,3.18999999999994
CHARLS,final,86,151086,wealth,valid,"",8178,6.56999999999994
CHARLS,final,87,151087,education,valid,"",8156,3.11000000000001
CHARLS,final,87,151087,wealth,valid,"",8156,6.43000000000006
CHARLS,final,88,151088,education,valid,"",8164,3.20000000000005
CHARLS,final,88,151088,wealth,valid,"",8164,6.51000000000011
CHARLS,final,89,151089,education,valid,"",8144,3.19000000000005
CHARLS,final,89,151089,wealth,valid,"",8144,6.49000000000001
CHARLS,final,90,151090,education,valid,"",8195,3.14999999999998
CHARLS,final,90,151090,wealth,valid,"",8195,6.54000000000008
CHARLS,final,91,151091,education,valid,"",8161,3.13
CHARLS,final,91,151091,wealth,valid,"",8161,6.54999999999996
CHARLS,final,92,151092,education,valid,"",8175,3.26999999999998
CHARLS,final,92,151092,wealth,valid,"",8175,6.68999999999994
CHARLS,final,93,151093,education,valid,"",8101,3.10000000000002
CHARLS,final,93,151093,wealth,valid,"",8101,6.42000000000007
CHARLS,final,94,151094,education,valid,"",8141,3.25999999999999
CHARLS,final,94,151094,wealth,valid,"",8141,6.59000000000003
CHARLS,final,95,151095,education,valid,"",8167,3.16999999999996
CHARLS,final,95,151095,wealth,valid,"",8167,6.63
CHARLS,final,96,151096,education,valid,"",8128,3.15999999999997
CHARLS,final,96,151096,wealth,valid,"",8128,6.5
CHARLS,final,97,151097,education,valid,"",8164,3.20999999999992
CHARLS,final,97,151097,wealth,valid,"",8164,6.43999999999994
CHARLS,final,98,151098,education,valid,"",8249,3.15999999999997
CHARLS,final,98,151098,wealth,valid,"",8249,6.47000000000003
CHARLS,final,99,151099,education,valid,"",8214,3.16999999999996
CHARLS,final,99,151099,wealth,valid,"",8214,6.44999999999993
CHARLS,final,100,151100,education,valid,"",8180,3.15999999999997
CHARLS,final,100,151100,wealth,valid,"",8180,6.44000000000006
CHARLS,final,101,151101,education,valid,"",8138,3.38999999999999
CHARLS,final,101,151101,wealth,valid,"",8138,6.96999999999991
CHARLS,final,102,151102,education,valid,"",8166,3.42000000000007
CHARLS,final,102,151102,wealth,valid,"",8166,6.92000000000007
CHARLS,final,103,151103,education,valid,"",8076,3.4799999999999
CHARLS,final,103,151103,wealth,valid,"",8076,7.07999999999993
CHARLS,final,104,151104,education,valid,"",8161,3.34000000000003
CHARLS,final,104,151104,wealth,valid,"",8161,6.62000000000001
CHARLS,final,105,151105,education,valid,"",8110,3.11000000000001
CHARLS,final,105,151105,wealth,valid,"",8110,6.66999999999996
CHARLS,final,106,151106,education,valid,"",8206,3.31000000000006
CHARLS,final,106,151106,wealth,valid,"",8206,6.67000000000007
CHARLS,final,107,151107,education,valid,"",8255,3.49000000000001
CHARLS,final,107,151107,wealth,valid,"",8255,6.79999999999996
CHARLS,final,108,151108,education,valid,"",8178,3.28999999999996
CHARLS,final,108,151108,wealth,valid,"",8178,6.75999999999999
CHARLS,final,109,151109,education,valid,"",8184,3.47000000000003
CHARLS,final,109,151109,wealth,valid,"",8184,6.92000000000007
CHARLS,final,110,151110,education,valid,"",8129,3.25
CHARLS,final,110,151110,wealth,valid,"",8129,6.63
CHARLS,final,111,151111,education,valid,"",8121,3.34999999999991
CHARLS,final,111,151111,wealth,valid,"",8121,6.8599999999999
CHARLS,final,112,151112,education,valid,"",8138,3.20000000000005
CHARLS,final,112,151112,wealth,valid,"",8138,6.51000000000011
CHARLS,final,113,151113,education,valid,"",8120,3.18999999999994
CHARLS,final,113,151113,wealth,valid,"",8120,6.54999999999996
CHARLS,final,114,151114,education,valid,"",8154,3.24000000000001
CHARLS,final,114,151114,wealth,valid,"",8154,6.72000000000003
CHARLS,final,115,151115,education,valid,"",8135,3.55999999999995
CHARLS,final,115,151115,wealth,valid,"",8135,6.89999999999998
CHARLS,final,116,151116,education,valid,"",8154,3.19999999999993
CHARLS,final,116,151116,wealth,valid,"",8154,6.65999999999997
CHARLS,final,117,151117,education,valid,"",8210,3.13
CHARLS,final,117,151117,wealth,valid,"",8210,6.63
CHARLS,final,118,151118,education,valid,"",8208,3.22000000000003
CHARLS,final,118,151118,wealth,valid,"",8208,6.81999999999994
CHARLS,final,119,151119,education,valid,"",8131,3.37
CHARLS,final,119,151119,wealth,valid,"",8131,6.82000000000005
CHARLS,final,120,151120,education,valid,"",8195,3.21999999999991
CHARLS,final,120,151120,wealth,valid,"",8195,6.5
CHARLS,final,121,151121,education,valid,"",8123,3.18999999999994
CHARLS,final,121,151121,wealth,valid,"",8123,6.40999999999997
CHARLS,final,122,151122,education,valid,"",8080,3.06000000000006
CHARLS,final,122,151122,wealth,valid,"",8080,6.46000000000004
CHARLS,final,123,151123,education,valid,"",8142,3.16999999999996
CHARLS,final,123,151123,wealth,valid,"",8142,6.41999999999996
CHARLS,final,124,151124,education,valid,"",8182,3.15999999999997
CHARLS,final,124,151124,wealth,valid,"",8182,6.40999999999997
CHARLS,final,125,151125,education,valid,"",8167,3.14999999999998
CHARLS,final,125,151125,wealth,valid,"",8167,6.50999999999999
CHARLS,final,126,151126,education,valid,"",8174,3.02999999999997
CHARLS,final,126,151126,wealth,valid,"",8174,6.25
CHARLS,final,127,151127,education,valid,"",8171,3.44000000000005
CHARLS,final,127,151127,wealth,valid,"",8171,6.83000000000004
CHARLS,final,128,151128,education,valid,"",8169,3.33999999999992
CHARLS,final,128,151128,wealth,valid,"",8169,6.87000000000001
CHARLS,final,129,151129,education,valid,"",8175,3.32000000000005
CHARLS,final,129,151129,wealth,valid,"",8175,6.83000000000004
CHARLS,final,130,151130,education,valid,"",8181,3.31000000000006
CHARLS,final,130,151130,wealth,valid,"",8181,6.77999999999997
CHARLS,final,131,151131,education,valid,"",8219,3.31000000000006
CHARLS,final,131,151131,wealth,valid,"",8219,6.69000000000006
CHARLS,final,132,151132,education,valid,"",8177,3.25999999999999
CHARLS,final,132,151132,wealth,valid,"",8177,6.57999999999993
CHARLS,final,133,151133,education,valid,"",8124,3.20000000000005
CHARLS,final,133,151133,wealth,valid,"",8124,6.59000000000003
CHARLS,final,134,151134,education,valid,"",8177,3.22000000000003
CHARLS,final,134,151134,wealth,valid,"",8177,6.73000000000002
CHARLS,final,135,151135,education,valid,"",8180,3.18999999999994
CHARLS,final,135,151135,wealth,valid,"",8180,6.4899999999999
CHARLS,final,136,151136,education,valid,"",8083,3.1099999999999
CHARLS,final,136,151136,wealth,valid,"",8083,6.41999999999996
CHARLS,final,137,151137,education,valid,"",8102,3.15999999999997
CHARLS,final,137,151137,wealth,valid,"",8102,6.51999999999998
CHARLS,final,138,151138,education,valid,"",8088,3.40999999999997
CHARLS,final,138,151138,wealth,valid,"",8088,6.88999999999999
CHARLS,final,139,151139,education,valid,"",8123,3.13999999999999
CHARLS,final,139,151139,wealth,valid,"",8123,6.48000000000002
CHARLS,final,140,151140,education,valid,"",8174,3.23000000000002
CHARLS,final,140,151140,wealth,valid,"",8174,6.46000000000004
CHARLS,final,141,151141,education,valid,"",8116,3.5
CHARLS,final,141,151141,wealth,valid,"",8116,6.99000000000001
CHARLS,final,142,151142,education,valid,"",8159,3.21999999999991
CHARLS,final,142,151142,wealth,valid,"",8159,6.76999999999998
CHARLS,final,143,151143,education,valid,"",8150,3.40999999999997
CHARLS,final,143,151143,wealth,valid,"",8150,6.90999999999997
CHARLS,final,144,151144,education,valid,"",8155,3.30999999999995
CHARLS,final,144,151144,wealth,valid,"",8155,7
CHARLS,final,145,151145,education,valid,"",8092,3.45000000000005
CHARLS,final,145,151145,wealth,valid,"",8092,7
CHARLS,final,146,151146,education,valid,"",8149,3.62
CHARLS,final,146,151146,wealth,valid,"",8149,7.38999999999999
CHARLS,final,147,151147,education,valid,"",8149,3.61999999999989
CHARLS,final,147,151147,wealth,valid,"",8149,7.17999999999984
CHARLS,final,148,151148,education,valid,"",8155,3.6099999999999
CHARLS,final,148,151148,wealth,valid,"",8155,7.22000000000003
CHARLS,final,149,151149,education,valid,"",8090,3.62000000000012
CHARLS,final,149,151149,wealth,valid,"",8090,7.55999999999995
CHARLS,final,150,151150,education,valid,"",8205,3.86999999999989
CHARLS,final,150,151150,wealth,valid,"",8205,7.75
CHARLS,final,151,151151,education,valid,"",8168,3.59000000000015
CHARLS,final,151,151151,wealth,valid,"",8168,7.33000000000016
CHARLS,final,152,151152,education,valid,"",8199,3.60000000000014
CHARLS,final,152,151152,wealth,valid,"",8199,7.07999999999993
CHARLS,final,153,151153,education,valid,"",8199,3.33999999999992
CHARLS,final,153,151153,wealth,valid,"",8199,6.82999999999993
CHARLS,final,154,151154,education,valid,"",8166,3.36999999999989
CHARLS,final,154,151154,wealth,valid,"",8166,6.97000000000003
CHARLS,final,155,151155,education,valid,"",8193,3.42000000000007
CHARLS,final,155,151155,wealth,valid,"",8193,7
CHARLS,final,156,151156,education,valid,"",8180,3.44000000000005
CHARLS,final,156,151156,wealth,valid,"",8180,7.04999999999996
CHARLS,final,157,151157,education,valid,"",8163,3.52000000000021
CHARLS,final,157,151157,wealth,valid,"",8163,6.97000000000003
CHARLS,final,158,151158,education,valid,"",8058,3.3599999999999
CHARLS,final,158,151158,wealth,valid,"",8058,6.8599999999999
CHARLS,final,159,151159,education,valid,"",8128,3.6099999999999
CHARLS,final,159,151159,wealth,valid,"",8128,7.26999999999998
CHARLS,final,160,151160,education,valid,"",8160,3.35000000000014
CHARLS,final,160,151160,wealth,valid,"",8160,6.80000000000018
CHARLS,final,161,151161,education,valid,"",8172,3.3900000000001
CHARLS,final,161,151161,wealth,valid,"",8172,6.90000000000009
CHARLS,final,162,151162,education,valid,"",8119,3.5
CHARLS,final,162,151162,wealth,valid,"",8119,7.08000000000016
CHARLS,final,163,151163,education,valid,"",8102,3.52999999999997
CHARLS,final,163,151163,wealth,valid,"",8102,7.06999999999994
CHARLS,final,164,151164,education,valid,"",8167,3.41999999999985
CHARLS,final,164,151164,wealth,valid,"",8167,7.09999999999991
CHARLS,final,165,151165,education,valid,"",8173,3.77999999999997
CHARLS,final,165,151165,wealth,valid,"",8173,7.4699999999998
CHARLS,final,166,151166,education,valid,"",8095,3.66000000000008
CHARLS,final,166,151166,wealth,valid,"",8095,7.47000000000003
CHARLS,final,167,151167,education,valid,"",8183,3.58000000000015
CHARLS,final,167,151167,wealth,valid,"",8183,7.33000000000016
CHARLS,final,168,151168,education,valid,"",8125,3.47000000000003
CHARLS,final,168,151168,wealth,valid,"",8125,6.96000000000004
CHARLS,final,169,151169,education,valid,"",8117,3.24000000000001
CHARLS,final,169,151169,wealth,valid,"",8117,6.62999999999988
CHARLS,final,170,151170,education,valid,"",8135,3.34999999999991
CHARLS,final,170,151170,wealth,valid,"",8135,6.74000000000001
CHARLS,final,171,151171,education,valid,"",8205,3.35000000000014
CHARLS,final,171,151171,wealth,valid,"",8205,7
CHARLS,final,172,151172,education,valid,"",8182,3.32999999999993
CHARLS,final,172,151172,wealth,valid,"",8182,6.80999999999995
CHARLS,final,173,151173,education,valid,"",8164,3.35000000000014
CHARLS,final,173,151173,wealth,valid,"",8164,6.79999999999996
CHARLS,final,174,151174,education,valid,"",8153,3.23000000000002
CHARLS,final,174,151174,wealth,valid,"",8153,6.70000000000005
CHARLS,final,175,151175,education,valid,"",8154,3.25
CHARLS,final,175,151175,wealth,valid,"",8154,6.67000000000007
CHARLS,final,176,151176,education,valid,"",8106,3.25
CHARLS,final,176,151176,wealth,valid,"",8106,6.7800000000002
CHARLS,final,177,151177,education,valid,"",8137,3.26999999999998
CHARLS,final,177,151177,wealth,valid,"",8137,6.6099999999999
CHARLS,final,178,151178,education,valid,"",8170,3.3599999999999
CHARLS,final,178,151178,wealth,valid,"",8170,6.75
CHARLS,final,179,151179,education,valid,"",8132,3.34000000000015
CHARLS,final,179,151179,wealth,valid,"",8132,6.69000000000006
CHARLS,final,180,151180,education,valid,"",8111,3.15999999999985
CHARLS,final,180,151180,wealth,valid,"",8111,6.90999999999985
CHARLS,final,181,151181,education,valid,"",8146,3.86999999999989
CHARLS,final,181,151181,wealth,valid,"",8146,7.32999999999993
CHARLS,final,182,151182,education,valid,"",8168,3.17999999999984
CHARLS,final,182,151182,wealth,valid,"",8168,6.55999999999995
CHARLS,final,183,151183,education,valid,"",8164,3.20000000000005
CHARLS,final,183,151183,wealth,valid,"",8164,6.56000000000017
CHARLS,final,184,151184,education,valid,"",8164,3.8599999999999
CHARLS,final,184,151184,wealth,valid,"",8164,7.97000000000003
CHARLS,final,185,151185,education,valid,"",8119,3.30999999999995
CHARLS,final,185,151185,wealth,valid,"",8119,6.66999999999985
CHARLS,final,186,151186,education,valid,"",8154,3.16000000000008
CHARLS,final,186,151186,wealth,valid,"",8154,6.54999999999996
CHARLS,final,187,151187,education,valid,"",8130,3.13999999999987
CHARLS,final,187,151187,wealth,valid,"",8130,6.50999999999999
CHARLS,final,188,151188,education,valid,"",8142,3.15000000000009
CHARLS,final,188,151188,wealth,valid,"",8142,6.5
CHARLS,final,189,151189,education,valid,"",8177,3.18999999999983
CHARLS,final,189,151189,wealth,valid,"",8177,6.51999999999998
CHARLS,final,190,151190,education,valid,"",8115,3.28999999999996
CHARLS,final,190,151190,wealth,valid,"",8115,6.55999999999995
CHARLS,final,191,151191,education,valid,"",8075,3.09000000000015
CHARLS,final,191,151191,wealth,valid,"",8075,6.77999999999997
CHARLS,final,192,151192,education,valid,"",8146,3.27999999999997
CHARLS,final,192,151192,wealth,valid,"",8146,6.61999999999989
CHARLS,final,193,151193,education,valid,"",8184,3.17000000000007
CHARLS,final,193,151193,wealth,valid,"",8184,6.5
CHARLS,final,194,151194,education,valid,"",8153,3.22000000000003
CHARLS,final,194,151194,wealth,valid,"",8153,6.55000000000018
CHARLS,final,195,151195,education,valid,"",8166,3.15000000000009
CHARLS,final,195,151195,wealth,valid,"",8166,6.5
CHARLS,final,196,151196,education,valid,"",8114,3.25
CHARLS,final,196,151196,wealth,valid,"",8114,6.5
CHARLS,final,197,151197,education,valid,"",8117,3.27000000000021
CHARLS,final,197,151197,wealth,valid,"",8117,6.69000000000006
CHARLS,final,198,151198,education,valid,"",8148,3.19999999999982
CHARLS,final,198,151198,wealth,valid,"",8148,6.6099999999999
CHARLS,final,199,151199,education,valid,"",8095,3.19999999999982
CHARLS,final,199,151199,wealth,valid,"",8095,6.53999999999996
CHARLS,final,200,151200,education,valid,"",8192,3.46000000000004
CHARLS,final,200,151200,wealth,valid,"",8192,7.35000000000014
CHARLS,final,201,151201,education,valid,"",8174,3.20000000000005
CHARLS,final,201,151201,wealth,valid,"",8174,6.55999999999995
CHARLS,final,202,151202,education,valid,"",8097,3.27999999999997
CHARLS,final,202,151202,wealth,valid,"",8097,6.6099999999999
CHARLS,final,203,151203,education,valid,"",8104,3.11999999999989
CHARLS,final,203,151203,wealth,valid,"",8104,6.36999999999989
CHARLS,final,204,151204,education,valid,"",8163,3.19999999999982
CHARLS,final,204,151204,wealth,valid,"",8163,6.43999999999983
CHARLS,final,205,151205,education,valid,"",8195,3.13999999999987
CHARLS,final,205,151205,wealth,valid,"",8195,6.40999999999985
CHARLS,final,206,151206,education,valid,"",8158,3.18000000000006
CHARLS,final,206,151206,wealth,valid,"",8158,6.48000000000002
CHARLS,final,207,151207,education,valid,"",8164,3.17000000000007
CHARLS,final,207,151207,wealth,valid,"",8164,6.5
CHARLS,final,208,151208,education,valid,"",8225,3.25
CHARLS,final,208,151208,wealth,valid,"",8225,6.57999999999993
CHARLS,final,209,151209,education,valid,"",8170,3.37999999999988
CHARLS,final,209,151209,wealth,valid,"",8170,6.84999999999991
CHARLS,final,210,151210,education,valid,"",8161,3.21000000000004
CHARLS,final,210,151210,wealth,valid,"",8161,6.55000000000018
CHARLS,final,211,151211,education,valid,"",8150,3.1400000000001
CHARLS,final,211,151211,wealth,valid,"",8150,6.48000000000002
CHARLS,final,212,151212,education,valid,"",8220,3.11999999999989
CHARLS,final,212,151212,wealth,valid,"",8220,6.41999999999985
CHARLS,final,213,151213,education,valid,"",8173,3.21000000000004
CHARLS,final,213,151213,wealth,valid,"",8173,7.16999999999985
CHARLS,final,214,151214,education,valid,"",8076,3.47000000000003
CHARLS,final,214,151214,wealth,valid,"",8076,7.32999999999993
CHARLS,final,215,151215,education,valid,"",8188,3.6099999999999
CHARLS,final,215,151215,wealth,valid,"",8188,7.38999999999987
CHARLS,final,216,151216,education,valid,"",8112,3.83999999999992
CHARLS,final,216,151216,wealth,valid,"",8112,7.42000000000007
CHARLS,final,217,151217,education,valid,"",8073,3.31999999999994
CHARLS,final,217,151217,wealth,valid,"",8073,6.70000000000005
CHARLS,final,218,151218,education,valid,"",8109,3.25
CHARLS,final,218,151218,wealth,valid,"",8109,6.61000000000013
CHARLS,final,219,151219,education,valid,"",8180,3.23000000000002
CHARLS,final,219,151219,wealth,valid,"",8180,6.58000000000016
CHARLS,final,220,151220,education,valid,"",8111,3.31999999999994
CHARLS,final,220,151220,wealth,valid,"",8111,6.70000000000005
CHARLS,final,221,151221,education,valid,"",8195,3.08000000000015
CHARLS,final,221,151221,wealth,valid,"",8195,6.5
CHARLS,final,222,151222,education,valid,"",8189,3.13999999999987
CHARLS,final,222,151222,wealth,valid,"",8189,6.41999999999985
CHARLS,final,223,151223,education,valid,"",8144,3.23000000000002
CHARLS,final,223,151223,wealth,valid,"",8144,6.57999999999993
