wealth_entry_wave,q33,q67,cut_method,resampled_person_frequency,unique_sampled_persons,replicate,cohort
6,164600,403500,weighted_empirical,814,496,5,ELSA
2,157000,305000,weighted_empirical,776,477,5,ELSA
8,202210,435600,weighted_empirical,539,362,5,ELSA
9,186380,535010,weighted_empirical,297,189,5,ELSA
10,210000,615000,weighted_empirical,879,574,5,ELSA
5,166800,341200,weighted_empirical,934,583,6,ELSA
4,175285,339560,weighted_empirical,2005,1262,6,ELSA
3,183500,343010,weighted_empirical,567,374,6,ELSA
1,65041,186000,weighted_empirical,6608,4245,6,ELSA
6,180100,416050,weighted_empirical,793,500,6,ELSA
2,142800,321510,weighted_empirical,734,482,6,ELSA
8,2e+05,480000,weighted_empirical,585,387,6,ELSA
7,168600,404000,weighted_empirical,718,457,6,ELSA
9,199999,534800,weighted_empirical,332,201,6,ELSA
10,225000,575000,weighted_empirical,884,557,6,ELSA
5,192000,354200,weighted_empirical,918,585,7,ELSA
4,168000,313000,weighted_empirical,2108,1323,7,ELSA
3,168000,335950,weighted_empirical,583,381,7,ELSA
10,231000,533000,weighted_empirical,864,543,7,ELSA
1,67000,192000,weighted_empirical,6496,4132,7,ELSA
6,156000,388900,weighted_empirical,784,496,7,ELSA
8,209000,446000,weighted_empirical,616,386,7,ELSA
7,181899,394340,weighted_empirical,705,431,7,ELSA
2,140100,322000,weighted_empirical,780,489,7,ELSA
9,247600,535010,weighted_empirical,305,194,7,ELSA
5,176520,337835,weighted_empirical,976,592,8,ELSA
4,168704,326000,weighted_empirical,2032,1291,8,ELSA
3,156000,327775,weighted_empirical,631,386,8,ELSA
10,210000,575000,weighted_empirical,872,548,8,ELSA
1,64150,182100,weighted_empirical,6584,4134,8,ELSA
6,169000,4e+05,weighted_empirical,744,482,8,ELSA
2,155900,306618,weighted_empirical,747,473,8,ELSA
8,226800,462000,weighted_empirical,627,392,8,ELSA
7,178216,442500,weighted_empirical,654,426,8,ELSA
9,146500,529000,weighted_empirical,298,191,8,ELSA
5,179594,341200,weighted_empirical,910,585,9,ELSA
4,168350,317900,weighted_empirical,2014,1274,9,ELSA
3,161700,329650,weighted_empirical,604,387,9,ELSA
1,63950,190600,weighted_empirical,6616,4231,9,ELSA
6,169000,382010,weighted_empirical,761,497,9,ELSA
8,202210,418000,weighted_empirical,632,398,9,ELSA
2,132000,297000,weighted_empirical,735,459,9,ELSA
7,131200,351700,weighted_empirical,702,424,9,ELSA
9,190000,489500,weighted_empirical,331,202,9,ELSA
10,272000,639000,weighted_empirical,852,547,9,ELSA
5,155300,341200,weighted_empirical,959,583,10,ELSA
4,164865,321701,weighted_empirical,2089,1314,10,ELSA
10,285000,622500,weighted_empirical,814,525,10,ELSA
3,163100,355200,weighted_empirical,586,372,10,ELSA
1,64500,187500,weighted_empirical,6570,4172,10,ELSA
2,139115,303700,weighted_empirical,741,473,10,ELSA
6,173120,394900,weighted_empirical,801,516,10,ELSA
8,238950,481520,weighted_empirical,622,391,10,ELSA
7,160000,389500,weighted_empirical,673,426,10,ELSA
9,275450,531850,weighted_empirical,312,196,10,ELSA
5,148030,317551,weighted_empirical,895,575,11,ELSA
4,164910,320100,weighted_empirical,2057,1310,11,ELSA
3,164010,320305,weighted_empirical,582,376,11,ELSA
10,234002,699350,weighted_empirical,848,551,11,ELSA
1,67000,189207,weighted_empirical,6619,4158,11,ELSA
2,145200,325803,weighted_empirical,766,488,11,ELSA
6,151000,408005,weighted_empirical,761,481,11,ELSA
8,176666,447000,weighted_empirical,608,388,11,ELSA
7,178000,399100,weighted_empirical,698,448,11,ELSA
9,218600,531850,weighted_empirical,303,184,11,ELSA
3,163100,329200,weighted_empirical,552,365,12,ELSA
4,164205,313200,weighted_empirical,2037,1321,12,ELSA
5,173000,339670,weighted_empirical,934,578,12,ELSA
10,257000,660000,weighted_empirical,810,521,12,ELSA
1,69463,190000,weighted_empirical,6612,4190,12,ELSA
6,159710,400056,weighted_empirical,807,526,12,ELSA
2,158468,302000,weighted_empirical,792,490,12,ELSA
8,223600,485015,weighted_empirical,616,374,12,ELSA
7,174900,412000,weighted_empirical,693,432,12,ELSA
9,199999,535010,weighted_empirical,301,198,12,ELSA
4,156420,315000,weighted_empirical,2023,1277,13,ELSA
3,173700,330937,weighted_empirical,574,354,13,ELSA
10,250000,580000,weighted_empirical,849,537,13,ELSA
5,165900,339000,weighted_empirical,927,584,13,ELSA
1,68000,190020,weighted_empirical,6624,4205,13,ELSA
6,163000,4e+05,weighted_empirical,805,514,13,ELSA
7,180000,412000,weighted_empirical,723,458,13,ELSA
2,139350,303530,weighted_empirical,722,456,13,ELSA
8,223600,481520,weighted_empirical,606,398,13,ELSA
9,210000,535010,weighted_empirical,315,196,13,ELSA
4,163000,309200,weighted_empirical,2062,1317,14,ELSA
3,155800,302000,weighted_empirical,587,369,14,ELSA
1,68930,186700,weighted_empirical,6526,4152,14,ELSA
5,160950,366000,weighted_empirical,889,568,14,ELSA
6,182000,409130,weighted_empirical,815,507,14,ELSA
7,153000,399100,weighted_empirical,698,428,14,ELSA
8,223400,477500,weighted_empirical,601,388,14,ELSA
2,145200,321510,weighted_empirical,775,471,14,ELSA
9,168500,529000,weighted_empirical,316,197,14,ELSA
10,260000,639000,weighted_empirical,882,571,14,ELSA
5,150678,337835,weighted_empirical,889,562,15,ELSA
4,169754,330810,weighted_empirical,2050,1305,15,ELSA
3,156000,329200,weighted_empirical,594,373,15,ELSA
1,68020,186300,weighted_empirical,6658,4167,15,ELSA
7,178000,405000,weighted_empirical,670,435,15,ELSA
6,195500,430000,weighted_empirical,794,493,15,ELSA
2,149700,314782,weighted_empirical,778,486,15,ELSA
8,223600,510000,weighted_empirical,606,378,15,ELSA
9,202700,602007,weighted_empirical,300,185,15,ELSA
10,227890,635500,weighted_empirical,808,519,15,ELSA
4,158305,311350,weighted_empirical,2060,1305,16,ELSA
3,165000,318790,weighted_empirical,572,377,16,ELSA
1,67560,187000,weighted_empirical,6600,4166,16,ELSA
5,184150,360104,weighted_empirical,941,576,16,ELSA
2,151000,335000,weighted_empirical,776,473,16,ELSA
7,174900,389500,weighted_empirical,669,418,16,ELSA
6,161000,401300,weighted_empirical,788,486,16,ELSA
8,202210,481520,weighted_empirical,580,376,16,ELSA
9,204800,535010,weighted_empirical,335,199,16,ELSA
10,251000,628000,weighted_empirical,835,535,16,ELSA
5,163500,320022,weighted_empirical,927,569,17,ELSA
3,156000,323019,weighted_empirical,596,374,17,ELSA
4,166000,326000,weighted_empirical,2061,1299,17,ELSA
10,270250,629800,weighted_empirical,914,575,17,ELSA
1,64500,188197,weighted_empirical,6582,4143,17,ELSA
6,154003,4e+05,weighted_empirical,723,481,17,ELSA
2,145200,312900,weighted_empirical,740,472,17,ELSA
7,184000,419510,weighted_empirical,708,445,17,ELSA
8,226800,512000,weighted_empirical,605,395,17,ELSA
9,260000,602007,weighted_empirical,293,197,17,ELSA
5,155300,335000,weighted_empirical,932,571,18,ELSA
4,171500,326000,weighted_empirical,1981,1268,18,ELSA
3,147250,298001,weighted_empirical,637,389,18,ELSA
10,250000,580000,weighted_empirical,871,554,18,ELSA
1,63950,181000,weighted_empirical,6571,4166,18,ELSA
6,166500,415510,weighted_empirical,792,486,18,ELSA
7,178216,382000,weighted_empirical,711,448,18,ELSA
2,142800,297500,weighted_empirical,752,479,18,ELSA
8,215000,442600,weighted_empirical,586,383,18,ELSA
9,210000,587600,weighted_empirical,324,198,18,ELSA
5,166800,374300,weighted_empirical,899,568,19,ELSA
4,164910,325000,weighted_empirical,2027,1276,19,ELSA
3,175720,338300,weighted_empirical,584,372,19,ELSA
10,250000,615000,weighted_empirical,881,554,19,ELSA
1,62000,181500,weighted_empirical,6567,4138,19,ELSA
6,162025,411560,weighted_empirical,768,490,19,ELSA
7,161000,404000,weighted_empirical,712,440,19,ELSA
8,220000,442600,weighted_empirical,646,403,19,ELSA
2,143226,303869,weighted_empirical,758,472,19,ELSA
9,229000,546600,weighted_empirical,323,211,19,ELSA
5,164500,345500,weighted_empirical,907,589,20,ELSA
3,168600,346000,weighted_empirical,649,393,20,ELSA
10,197000,570000,weighted_empirical,888,565,20,ELSA
4,174000,332000,weighted_empirical,2114,1330,20,ELSA
1,66310,183500,weighted_empirical,6476,4122,20,ELSA
6,169000,411560,weighted_empirical,711,459,20,ELSA
2,149250,303700,weighted_empirical,734,463,20,ELSA
7,154200,399100,weighted_empirical,696,432,20,ELSA
8,223400,500101,weighted_empirical,633,401,20,ELSA
9,265000,587600,weighted_empirical,333,198,20,ELSA
4,162000,316000,weighted_empirical,2042,1285,21,ELSA
3,146000,327775,weighted_empirical,593,373,21,ELSA
5,168828,354200,weighted_empirical,922,582,21,ELSA
1,65101,185000,weighted_empirical,6603,4190,21,ELSA
6,148010,4e+05,weighted_empirical,770,494,21,ELSA
7,207105,441500,weighted_empirical,682,428,21,ELSA
2,150611,317000,weighted_empirical,746,471,21,ELSA
8,204100,462000,weighted_empirical,629,381,21,ELSA
9,202700,482000,weighted_empirical,313,183,21,ELSA
10,254000,607015,weighted_empirical,864,557,21,ELSA
5,155300,352700,weighted_empirical,959,599,22,ELSA
4,167500,329205,weighted_empirical,2047,1305,22,ELSA
3,168280,316405,weighted_empirical,552,368,22,ELSA
10,254000,620000,weighted_empirical,906,555,22,ELSA
1,70010,188500,weighted_empirical,6627,4198,22,ELSA
7,184500,434100,weighted_empirical,659,429,22,ELSA
6,151000,393500,weighted_empirical,775,493,22,ELSA
2,139600,299500,weighted_empirical,737,475,22,ELSA
8,182500,417003,weighted_empirical,569,365,22,ELSA
9,210000,602007,weighted_empirical,322,213,22,ELSA
5,161300,322800,weighted_empirical,880,566,23,ELSA
4,167802,323000,weighted_empirical,2037,1322,23,ELSA
3,179400,327500,weighted_empirical,609,396,23,ELSA
1,62891,186000,weighted_empirical,6528,4125,23,ELSA
7,184000,418100,weighted_empirical,712,440,23,ELSA
6,154003,401200,weighted_empirical,797,506,23,ELSA
2,143500,303869,weighted_empirical,777,491,23,ELSA
8,216500,462000,weighted_empirical,615,405,23,ELSA
9,222350,511400,weighted_empirical,331,215,23,ELSA
10,226000,570430,weighted_empirical,865,561,23,ELSA
5,160950,342800,weighted_empirical,928,569,24,ELSA
4,169000,336450,weighted_empirical,2093,1309,24,ELSA
3,173700,335950,weighted_empirical,637,384,24,ELSA
1,62825,184900,weighted_empirical,6455,4107,24,ELSA
7,178216,399100,weighted_empirical,707,450,24,ELSA
2,146300,314782,weighted_empirical,791,504,24,ELSA
6,169000,388900,weighted_empirical,814,488,24,ELSA
9,190000,482000,weighted_empirical,307,190,24,ELSA
8,221000,425000,weighted_empirical,580,376,24,ELSA
10,258100,602000,weighted_empirical,836,534,24,ELSA
5,170104,342800,weighted_empirical,885,559,25,ELSA
4,169000,326800,weighted_empirical,2090,1301,25,ELSA
10,277000,580000,weighted_empirical,829,541,25,ELSA
3,184050,335950,weighted_empirical,608,378,25,ELSA
1,67560,188350,weighted_empirical,6595,4178,25,ELSA
6,164600,380031,weighted_empirical,748,479,25,ELSA
7,180000,408000,weighted_empirical,720,442,25,ELSA
2,149250,296650,weighted_empirical,719,465,25,ELSA
8,215000,474010,weighted_empirical,622,392,25,ELSA
9,155000,531850,weighted_empirical,340,204,25,ELSA
5,155300,323000,weighted_empirical,931,575,26,ELSA
4,165000,330810,weighted_empirical,1904,1254,26,ELSA
3,158000,304500,weighted_empirical,634,385,26,ELSA
1,65300,186300,weighted_empirical,6664,4189,26,ELSA
6,180100,430000,weighted_empirical,837,517,26,ELSA
2,143500,298500,weighted_empirical,758,477,26,ELSA
7,197200,431404,weighted_empirical,670,431,26,ELSA
8,221000,447000,weighted_empirical,595,380,26,ELSA
9,181240,482000,weighted_empirical,316,205,26,ELSA
10,260000,625600,weighted_empirical,854,525,26,ELSA
5,168000,342210,weighted_empirical,871,550,27,ELSA
4,167802,323170,weighted_empirical,2051,1304,27,ELSA
3,183500,353050,weighted_empirical,605,382,27,ELSA
1,67150,184900,weighted_empirical,6577,4153,27,ELSA
6,151000,373100,weighted_empirical,751,477,27,ELSA
7,176350,385000,weighted_empirical,754,446,27,ELSA
2,157000,334000,weighted_empirical,754,479,27,ELSA
8,220000,485100,weighted_empirical,624,385,27,ELSA
9,186380,495000,weighted_empirical,316,211,27,ELSA
10,260000,583000,weighted_empirical,863,536,27,ELSA
4,168704,326000,weighted_empirical,2078,1304,28,ELSA
5,187400,366000,weighted_empirical,938,596,28,ELSA
10,236120,570000,weighted_empirical,875,530,28,ELSA
3,175720,305000,weighted_empirical,609,385,28,ELSA
1,64500,188000,weighted_empirical,6520,4162,28,ELSA
6,180500,418470,weighted_empirical,744,480,28,ELSA
7,153000,399100,weighted_empirical,674,429,28,ELSA
2,146174,305000,weighted_empirical,803,490,28,ELSA
8,234850,512000,weighted_empirical,628,402,28,ELSA
9,204800,465000,weighted_empirical,294,183,28,ELSA
4,162520,316000,weighted_empirical,1938,1255,29,ELSA
3,181500,338300,weighted_empirical,614,384,29,ELSA
5,165200,337706,weighted_empirical,927,580,29,ELSA
10,220500,570430,weighted_empirical,849,525,29,ELSA
1,65000,184280,weighted_empirical,6691,4211,29,ELSA
6,164600,4e+05,weighted_empirical,772,487,29,ELSA
7,204672,438000,weighted_empirical,766,456,29,ELSA
2,142800,305000,weighted_empirical,756,479,29,ELSA
8,181637,457907,weighted_empirical,554,357,29,ELSA
9,222350,511400,weighted_empirical,292,190,29,ELSA
3,155800,346000,weighted_empirical,575,377,30,ELSA
4,170200,324100,weighted_empirical,1997,1283,30,ELSA
5,174000,369500,weighted_empirical,918,566,30,ELSA
10,234002,621000,weighted_empirical,876,551,30,ELSA
1,67150,188197,weighted_empirical,6619,4179,30,ELSA
6,169000,4e+05,weighted_empirical,801,510,30,ELSA
2,151060,321510,weighted_empirical,744,465,30,ELSA
8,222293,493000,weighted_empirical,631,401,30,ELSA
7,178000,434100,weighted_empirical,679,431,30,ELSA
9,168500,482000,weighted_empirical,316,195,30,ELSA
5,170104,340700,weighted_empirical,944,575,31,ELSA
3,183800,353050,weighted_empirical,641,397,31,ELSA
4,165000,312970,weighted_empirical,2007,1257,31,ELSA
10,254000,6e+05,weighted_empirical,846,552,31,ELSA
1,66230,190617,weighted_empirical,6613,4201,31,ELSA
6,162100,380031,weighted_empirical,773,478,31,ELSA
2,155700,348778,weighted_empirical,768,472,31,ELSA
8,211300,444710,weighted_empirical,598,368,31,ELSA
7,188000,445000,weighted_empirical,676,437,31,ELSA
9,190000,511400,weighted_empirical,297,194,31,ELSA
4,166000,307420,weighted_empirical,1941,1254,32,ELSA
3,183800,330937,weighted_empirical,610,391,32,ELSA
5,155300,364500,weighted_empirical,963,572,32,ELSA
10,251000,622500,weighted_empirical,881,562,32,ELSA
1,68000,185080,weighted_empirical,6548,4135,32,ELSA
6,137000,391500,weighted_empirical,839,518,32,ELSA
2,158468,303700,weighted_empirical,722,466,32,ELSA
8,226800,446000,weighted_empirical,618,399,32,ELSA
7,179800,412000,weighted_empirical,680,423,32,ELSA
9,199999,511400,weighted_empirical,341,204,32,ELSA
5,184150,336100,weighted_empirical,897,559,33,ELSA
4,170500,330810,weighted_empirical,1986,1285,33,ELSA
3,173700,335950,weighted_empirical,602,385,33,ELSA
10,250000,583000,weighted_empirical,897,556,33,ELSA
1,65800,185605,weighted_empirical,6546,4110,33,ELSA
6,163000,408500,weighted_empirical,781,491,33,ELSA
7,176350,408000,weighted_empirical,729,451,33,ELSA
2,157000,314782,weighted_empirical,781,485,33,ELSA
8,216700,457907,weighted_empirical,618,381,33,ELSA
9,151001,495000,weighted_empirical,326,194,33,ELSA
5,159000,338700,weighted_empirical,927,572,34,ELSA
4,161000,309200,weighted_empirical,2084,1300,34,ELSA
3,175720,318790,weighted_empirical,611,391,34,ELSA
10,231000,559257,weighted_empirical,838,528,34,ELSA
1,64150,183710,weighted_empirical,6508,4095,34,ELSA
7,167600,384000,weighted_empirical,696,453,34,ELSA
6,164900,403500,weighted_empirical,820,508,34,ELSA
2,159400,325803,weighted_empirical,723,465,34,ELSA
8,230200,504786,weighted_empirical,649,398,34,ELSA
9,220000,535010,weighted_empirical,304,201,34,ELSA
5,168000,337000,weighted_empirical,947,581,35,ELSA
3,164600,303500,weighted_empirical,597,376,35,ELSA
10,284500,620000,weighted_empirical,834,548,35,ELSA
4,164865,309200,weighted_empirical,1999,1287,35,ELSA
1,67000,186377,weighted_empirical,6634,4130,35,ELSA
6,174600,409130,weighted_empirical,784,493,35,ELSA
7,189700,382000,weighted_empirical,695,420,35,ELSA
8,204100,425500,weighted_empirical,601,383,35,ELSA
2,140940,317000,weighted_empirical,744,461,35,ELSA
9,202700,570501,weighted_empirical,324,207,35,ELSA
5,160950,337835,weighted_empirical,901,570,36,ELSA
4,168000,322100,weighted_empirical,2000,1269,36,ELSA
3,161700,323500,weighted_empirical,633,385,36,ELSA
1,64725,180500,weighted_empirical,6599,4167,36,ELSA
6,151800,403000,weighted_empirical,753,485,36,ELSA
7,207105,460000,weighted_empirical,715,447,36,ELSA
2,146320,298500,weighted_empirical,758,468,36,ELSA
8,2e+05,436400,weighted_empirical,597,373,36,ELSA
9,255000,625000,weighted_empirical,341,209,36,ELSA
10,252020,607015,weighted_empirical,865,561,36,ELSA
5,168828,347005,weighted_empirical,952,591,37,ELSA
3,164010,323500,weighted_empirical,615,396,37,ELSA
4,167802,324000,weighted_empirical,1991,1290,37,ELSA
1,64500,182200,weighted_empirical,6546,4138,37,ELSA
6,164900,403500,weighted_empirical,823,505,37,ELSA
2,146174,298500,weighted_empirical,711,472,37,ELSA
8,234850,500101,weighted_empirical,634,394,37,ELSA
7,168600,371700,weighted_empirical,725,457,37,ELSA
9,247600,511000,weighted_empirical,302,192,37,ELSA
10,231000,575000,weighted_empirical,864,564,37,ELSA
4,170500,333000,weighted_empirical,2042,1298,38,ELSA
3,158950,305000,weighted_empirical,594,371,38,ELSA
10,247000,595250,weighted_empirical,891,556,38,ELSA
5,184820,373200,weighted_empirical,852,552,38,ELSA
1,67000,185000,weighted_empirical,6559,4204,38,ELSA
6,148010,394900,weighted_empirical,821,495,38,ELSA
2,141025,302000,weighted_empirical,770,492,38,ELSA
8,253765,500101,weighted_empirical,577,381,38,ELSA
7,178000,422000,weighted_empirical,735,452,38,ELSA
9,202700,488900,weighted_empirical,318,201,38,ELSA
3,184000,324000,weighted_empirical,594,372,39,ELSA
4,172100,321952,weighted_empirical,2092,1298,39,ELSA
5,170104,368950,weighted_empirical,887,547,39,ELSA
10,178400,6e+05,weighted_empirical,849,555,39,ELSA
1,66310,184100,weighted_empirical,6618,4165,39,ELSA
6,162025,377000,weighted_empirical,778,503,39,ELSA
7,164500,438000,weighted_empirical,678,438,39,ELSA
2,130800,307300,weighted_empirical,743,477,39,ELSA
8,216700,442600,weighted_empirical,605,394,39,ELSA
9,204800,603000,weighted_empirical,323,193,39,ELSA
4,164910,321952,weighted_empirical,2062,1284,40,ELSA
3,158950,316405,weighted_empirical,572,366,40,ELSA
5,159000,340700,weighted_empirical,932,575,40,ELSA
1,68800,186000,weighted_empirical,6576,4124,40,ELSA
6,159710,391500,weighted_empirical,781,489,40,ELSA
7,179800,404000,weighted_empirical,691,444,40,ELSA
2,145200,311000,weighted_empirical,770,494,40,ELSA
8,190800,463000,weighted_empirical,587,372,40,ELSA
9,222350,603000,weighted_empirical,313,194,40,ELSA
10,260000,566700,weighted_empirical,880,542,40,ELSA
5,165200,372400,weighted_empirical,974,602,41,ELSA
10,276800,628000,weighted_empirical,906,564,41,ELSA
3,164000,318790,weighted_empirical,601,389,41,ELSA
4,170300,326800,weighted_empirical,1994,1262,41,ELSA
1,64301,184302,weighted_empirical,6532,4146,41,ELSA
6,162000,400056,weighted_empirical,832,521,41,ELSA
2,155900,308680,weighted_empirical,731,475,41,ELSA
7,164500,404300,weighted_empirical,694,434,41,ELSA
9,204800,535010,weighted_empirical,273,179,41,ELSA
8,215000,442600,weighted_empirical,615,391,41,ELSA
5,163500,372400,weighted_empirical,920,582,42,ELSA
4,167000,328000,weighted_empirical,2081,1296,42,ELSA
3,179650,317007,weighted_empirical,585,369,42,ELSA
10,273700,660000,weighted_empirical,826,539,42,ELSA
1,67000,184998,weighted_empirical,6602,4168,42,ELSA
6,159000,373900,weighted_empirical,830,519,42,ELSA
7,146700,390000,weighted_empirical,685,435,42,ELSA
2,143226,280000,weighted_empirical,745,474,42,ELSA
8,207650,436400,weighted_empirical,568,364,42,ELSA
9,204800,489500,weighted_empirical,319,195,42,ELSA
5,155300,322800,weighted_empirical,906,558,43,ELSA
4,167400,326800,weighted_empirical,2095,1327,43,ELSA
10,265270,598500,weighted_empirical,891,551,43,ELSA
3,174818,333500,weighted_empirical,614,387,43,ELSA
1,70100,184180,weighted_empirical,6485,4167,43,ELSA
6,156000,391500,weighted_empirical,772,481,43,ELSA
2,146174,314782,weighted_empirical,710,458,43,ELSA
8,167000,425000,weighted_empirical,652,402,43,ELSA
7,160000,384000,weighted_empirical,682,442,43,ELSA
9,260000,492000,weighted_empirical,347,203,43,ELSA
5,170000,340700,weighted_empirical,853,548,44,ELSA
3,169200,323019,weighted_empirical,584,374,44,ELSA
10,227890,625600,weighted_empirical,884,568,44,ELSA
4,171000,321952,weighted_empirical,2051,1285,44,ELSA
1,66310,183000,weighted_empirical,6605,4170,44,ELSA
6,174600,400056,weighted_empirical,795,504,44,ELSA
7,176350,365002,weighted_empirical,703,439,44,ELSA
2,146400,308680,weighted_empirical,774,490,44,ELSA
8,2e+05,417501,weighted_empirical,594,384,44,ELSA
9,150750,529000,weighted_empirical,317,192,44,ELSA
5,159000,336100,weighted_empirical,906,557,45,ELSA
4,168350,336800,weighted_empirical,2020,1285,45,ELSA
3,165000,313000,weighted_empirical,570,366,45,ELSA
10,257000,585500,weighted_empirical,845,535,45,ELSA
1,64528,184100,weighted_empirical,6687,4205,45,ELSA
6,161000,359000,weighted_empirical,813,507,45,ELSA
2,150611,325100,weighted_empirical,764,480,45,ELSA
8,220000,480100,weighted_empirical,605,378,45,ELSA
7,174900,386000,weighted_empirical,640,422,45,ELSA
9,229000,570501,weighted_empirical,306,198,45,ELSA
4,168000,320515,weighted_empirical,2037,1285,46,ELSA
3,183800,377000,weighted_empirical,620,380,46,ELSA
5,159000,347005,weighted_empirical,916,581,46,ELSA
10,220500,628000,weighted_empirical,832,542,46,ELSA
1,67000,188500,weighted_empirical,6719,4219,46,ELSA
6,143000,359000,weighted_empirical,789,494,46,ELSA
7,160000,390000,weighted_empirical,688,427,46,ELSA
2,132000,291902,weighted_empirical,671,439,46,ELSA
8,185300,452500,weighted_empirical,589,385,46,ELSA
9,204800,482000,weighted_empirical,304,193,46,ELSA
5,165200,360104,weighted_empirical,934,584,47,ELSA
10,231500,620000,weighted_empirical,817,525,47,ELSA
3,173700,327775,weighted_empirical,604,393,47,ELSA
1,62300,186700,weighted_empirical,6574,4175,47,ELSA
6,153600,4e+05,weighted_empirical,789,497,47,ELSA
4,175000,313200,weighted_empirical,2084,1296,47,ELSA
7,192000,424200,weighted_empirical,653,445,47,ELSA
2,137500,305000,weighted_empirical,765,488,47,ELSA
8,204100,445002,weighted_empirical,598,375,47,ELSA
9,202700,587600,weighted_empirical,344,203,47,ELSA
5,173000,347000,weighted_empirical,912,572,48,ELSA
4,172100,336605,weighted_empirical,2099,1318,48,ELSA
3,175720,327775,weighted_empirical,574,378,48,ELSA
10,226000,583000,weighted_empirical,829,548,48,ELSA
1,64400,182000,weighted_empirical,6611,4192,48,ELSA
7,181899,438000,weighted_empirical,695,442,48,ELSA
2,135163,287702,weighted_empirical,768,465,48,ELSA
6,153600,377530,weighted_empirical,791,507,48,ELSA
8,209000,425500,weighted_empirical,587,369,48,ELSA
9,196000,602007,weighted_empirical,297,191,48,ELSA
4,171099,323100,weighted_empirical,2107,1313,49,ELSA
3,183500,335950,weighted_empirical,585,369,49,ELSA
5,170500,366000,weighted_empirical,946,592,49,ELSA
1,70000,187821,weighted_empirical,6599,4214,49,ELSA
7,168900,431404,weighted_empirical,653,415,49,ELSA
6,156000,380031,weighted_empirical,793,511,49,ELSA
2,140100,290020,weighted_empirical,744,456,49,ELSA
8,173000,425500,weighted_empirical,568,373,49,ELSA
9,238000,625000,weighted_empirical,318,194,49,ELSA
10,254000,612500,weighted_empirical,849,541,49,ELSA
5,161300,374300,weighted_empirical,894,560,50,ELSA
4,172490,339560,weighted_empirical,1971,1261,50,ELSA
3,164600,307500,weighted_empirical,621,388,50,ELSA
1,67000,188960,weighted_empirical,6664,4176,50,ELSA
6,164600,411300,weighted_empirical,807,496,50,ELSA
2,135163,295500,weighted_empirical,729,462,50,ELSA
8,215000,462000,weighted_empirical,594,375,50,ELSA
7,168600,431404,weighted_empirical,688,438,50,ELSA
9,199999,504100,weighted_empirical,322,211,50,ELSA
10,261570,628000,weighted_empirical,857,539,50,ELSA
5,159000,335000,weighted_empirical,885,579,51,ELSA
3,163100,293800,weighted_empirical,646,397,51,ELSA
4,169000,333250,weighted_empirical,2035,1271,51,ELSA
1,67000,190600,weighted_empirical,6614,4195,51,ELSA
6,151000,385000,weighted_empirical,769,516,51,ELSA
7,173520,394340,weighted_empirical,693,431,51,ELSA
